time,evid,arid,phase,network,station
2000-12-13T18:05:08.950000,185,25,P,X,ST24
2000-12-13T18:05:14.490000,185,26,S,X,ST24
2000-12-13T18:05:06.080000,185,27,P,X,ST25
2000-12-13T18:05:09.030000,185,28,P,X,ST26
2000-12-13T18:06:03.730000,186,1,P,X,ST1 
2000-12-13T18:06:08.440000,186,2,P,X,ST2 
2000-12-13T18:06:13.680000,186,3,S,X,ST2 
2000-12-13T18:06:08.490000,186,4,P,X,ST4 
2000-12-13T18:06:06.140000,186,5,P,X,ST5 
2000-12-13T18:06:05.380000,186,6,P,X,ST7 
2000-12-13T18:06:04.050000,186,7,P,X,ST8 
2000-12-13T18:06:07.260000,186,8,P,X,ST9 
2000-12-13T18:06:04.480000,186,9,P,X,ST10
2000-12-13T18:06:06.940000,186,10,S,X,ST10
2000-12-13T18:06:06.370000,186,11,P,X,ST11
2000-12-13T18:06:03.200000,186,12,P,X,ST12
2000-12-13T18:06:06.860000,186,13,P,X,ST13
2000-12-13T18:06:06.270000,186,14,P,X,ST14
2000-12-13T18:06:06.630000,186,15,P,X,ST19
2000-12-13T18:06:02.730000,186,16,P,X,ST20
2000-12-13T18:06:03.940000,186,17,S,X,ST20
2000-12-13T18:06:04.250000,186,18,P,X,ST21
2000-12-13T18:06:06.520000,186,19,S,X,ST21
2000-12-13T18:06:02.740000,186,20,P,X,ST22
2000-12-13T18:06:03.940000,186,21,S,X,ST22
2000-12-13T18:06:04.990000,186,22,P,X,ST23
2000-12-13T18:06:08.220000,186,23,P,X,ST24
2000-12-13T18:06:08.250000,186,24,P,X,ST26
2000-12-13T18:07:04.610000,187,1,P,X,ST1 
2000-12-13T18:07:07.610000,187,2,P,X,ST2 
2000-12-13T18:07:03.710000,187,3,P,X,ST3 
2000-12-13T18:07:09.640000,187,4,P,X,ST4 
2000-12-13T18:07:08.930000,187,5,S,X,ST5 
2000-12-13T18:07:07.640000,187,6,P,X,ST6 
2000-12-13T18:07:06.500000,187,7,P,X,ST7 
2000-12-13T18:07:10.450000,187,8,S,X,ST7 
2000-12-13T18:07:04.970000,187,9,P,X,ST8 
2000-12-13T18:07:03.530000,187,10,P,X,ST10
2000-12-13T18:07:05.310000,187,11,S,X,ST10
2000-12-13T18:07:05.630000,187,12,P,X,ST11
2000-12-13T18:07:09.090000,187,13,S,X,ST11
2000-12-13T18:07:02.360000,187,14,P,X,ST12
2000-12-13T18:07:07.530000,187,15,P,X,ST15
2000-12-13T18:07:10.000000,187,16,P,X,ST16
2000-12-13T18:07:10.240000,187,17,P,X,ST17
2000-12-13T18:07:16.680000,187,18,S,X,ST17
2000-12-13T18:07:08.330000,187,19,P,X,ST18
2000-12-13T18:07:07.680000,187,20,P,X,ST19
2000-12-13T18:07:12.390000,187,21,S,X,ST19
2000-12-13T18:07:02.930000,187,22,P,X,ST20
2000-12-13T18:07:04.250000,187,23,S,X,ST20
2000-12-13T18:07:05.300000,187,24,P,X,ST21
2000-12-13T18:07:09.200000,187,25,P,X,ST24
2000-12-13T18:07:14.920000,187,26,S,X,ST24
2000-12-13T18:07:10.060000,187,27,S,X,ST25
2000-12-13T18:07:15.070000,187,28,S,X,ST26
2000-12-13T18:08:10.420000,188,1,P,X,ST0 
2000-12-13T18:08:16.980000,188,2,S,X,ST0 
2000-12-13T18:08:06.870000,188,3,S,X,ST1 
2000-12-13T18:08:07.740000,188,4,P,X,ST2 
2000-12-13T18:08:12.540000,188,5,S,X,ST2 
2000-12-13T18:08:09.440000,188,6,P,X,ST4 
2000-12-13T18:08:05.760000,188,7,P,X,ST5 
2000-12-13T18:08:07.650000,188,8,P,X,ST6 
2000-12-13T18:08:06.280000,188,9,P,X,ST7 
2000-12-13T18:08:04.740000,188,10,P,X,ST8 
2000-12-13T18:08:07.550000,188,11,S,X,ST8 
2000-12-13T18:08:08.070000,188,12,P,X,ST9 
2000-12-13T18:08:13.030000,188,13,S,X,ST9 
2000-12-13T18:08:03.620000,188,14,P,X,ST10
2000-12-13T18:08:05.650000,188,15,P,X,ST11
2000-12-13T18:08:09.130000,188,16,S,X,ST11
2000-12-13T18:08:07.680000,188,17,P,X,ST13
2000-12-13T18:08:12.370000,188,18,S,X,ST13
2000-12-13T18:08:07.350000,188,19,P,X,ST15
2000-12-13T18:08:16.070000,188,20,S,X,ST16
2000-12-13T18:08:16.540000,188,21,S,X,ST17
2000-12-13T18:08:08.150000,188,22,P,X,ST18
2000-12-13T18:08:07.530000,188,23,P,X,ST19
2000-12-13T18:08:02.780000,188,24,P,X,ST20
2000-12-13T18:08:05.140000,188,25,P,X,ST21
2000-12-13T18:08:02.450000,188,26,P,X,ST22
2000-12-13T18:08:09.090000,188,27,P,X,ST24
2000-12-13T18:08:06.110000,188,28,P,X,ST25
2000-12-13T18:09:16.760000,189,1,S,X,ST0 
2000-12-13T18:09:04.500000,189,2,P,X,ST1 
2000-12-13T18:09:06.900000,189,3,S,X,ST1 
2000-12-13T18:09:08.050000,189,4,P,X,ST2 
2000-12-13T18:09:13.120000,189,5,S,X,ST2 
2000-12-13T18:09:03.560000,189,6,P,X,ST3 
2000-12-13T18:09:05.410000,189,7,S,X,ST3 
2000-12-13T18:09:09.070000,189,8,P,X,ST4 
2000-12-13T18:09:14.820000,189,9,S,X,ST4 
2000-12-13T18:09:06.180000,189,10,P,X,ST5 
2000-12-13T18:09:05.840000,189,11,P,X,ST7 
2000-12-13T18:09:09.370000,189,12,S,X,ST7 
2000-12-13T18:09:04.270000,189,13,P,X,ST8 
2000-12-13T18:09:07.540000,189,14,P,X,ST9 
2000-12-13T18:09:03.740000,189,15,P,X,ST10
2000-12-13T18:09:09.100000,189,16,S,X,ST11
2000-12-13T18:09:03.130000,189,17,P,X,ST12
2000-12-13T18:09:07.670000,189,18,P,X,ST13
2000-12-13T18:09:12.370000,189,19,S,X,ST13
2000-12-13T18:09:07.140000,189,20,P,X,ST15
2000-12-13T18:09:11.580000,189,21,S,X,ST15
2000-12-13T18:09:10.150000,189,22,P,X,ST17
2000-12-13T18:09:16.560000,189,23,S,X,ST17
2000-12-13T18:09:08.000000,189,24,P,X,ST18
2000-12-13T18:09:07.430000,189,25,P,X,ST19
2000-12-13T18:09:02.820000,189,26,P,X,ST20
2000-12-13T18:09:05.040000,189,27,P,X,ST21
2000-12-13T18:09:07.850000,189,28,S,X,ST21
2000-12-13T18:09:03.840000,189,29,S,X,ST22
2000-12-13T18:09:05.770000,189,30,P,X,ST23
2000-12-13T18:09:09.030000,189,31,P,X,ST24
2000-12-13T18:09:05.900000,189,32,P,X,ST25
2000-12-13T18:09:09.430000,189,33,S,X,ST25
2000-12-13T18:10:10.030000,190,1,S,X,ST0 
2000-12-13T18:10:03.710000,190,2,P,X,ST1 
2000-12-13T18:10:05.600000,190,3,S,X,ST1 
2000-12-13T18:10:11.110000,190,4,P,X,ST2 
2000-12-13T18:10:18.120000,190,5,S,X,ST2 
2000-12-13T18:10:07.640000,190,6,P,X,ST3 
2000-12-13T18:10:12.410000,190,7,S,X,ST3 
2000-12-13T18:10:10.010000,190,8,S,X,ST4 
2000-12-13T18:10:07.940000,190,9,P,X,ST5 
2000-12-13T18:10:12.830000,190,10,S,X,ST5 
2000-12-13T18:10:06.510000,190,11,P,X,ST6 
2000-12-13T18:10:07.610000,190,12,S,X,ST7 
2000-12-13T18:10:05.700000,190,13,P,X,ST8 
2000-12-13T18:10:07.010000,190,14,P,X,ST9 
2000-12-13T18:10:07.740000,190,15,P,X,ST10
2000-12-13T18:10:12.560000,190,16,S,X,ST10
2000-12-13T18:10:06.020000,190,17,P,X,ST12
2000-12-13T18:10:03.780000,190,18,P,X,ST13
2000-12-13T18:10:05.740000,190,19,S,X,ST13
2000-12-13T18:10:05.020000,190,20,P,X,ST14
2000-12-13T18:10:07.860000,190,21,S,X,ST14
2000-12-13T18:10:05.040000,190,22,S,X,ST15
2000-12-13T18:10:06.390000,190,23,P,X,ST17
2000-12-13T18:10:10.150000,190,24,S,X,ST17
2000-12-13T18:10:05.620000,190,25,P,X,ST20
2000-12-13T18:10:02.980000,190,26,P,X,ST21
2000-12-13T18:10:04.360000,190,27,S,X,ST21
2000-12-13T18:10:09.230000,190,28,S,X,ST22
2000-12-13T18:10:05.090000,190,29,P,X,ST24
2000-12-13T18:10:05.030000,190,30,P,X,ST26
2000-12-13T18:10:07.860000,190,31,S,X,ST26
2000-12-13T18:11:08.820000,191,1,S,X,ST0 
2000-12-13T18:11:13.070000,191,2,P,X,ST2 
2000-12-13T18:11:21.560000,191,3,S,X,ST2 
2000-12-13T18:11:09.120000,191,4,P,X,ST3 
2000-12-13T18:11:15.020000,191,5,S,X,ST3 
2000-12-13T18:11:04.360000,191,6,P,X,ST4 
2000-12-13T18:11:06.670000,191,7,S,X,ST4 
2000-12-13T18:11:09.940000,191,8,P,X,ST5 
2000-12-13T18:11:16.280000,191,9,S,X,ST5 
2000-12-13T18:11:13.120000,191,10,S,X,ST6 
2000-12-13T18:11:04.940000,191,11,P,X,ST7 
2000-12-13T18:11:11.400000,191,12,S,X,ST8 
2000-12-13T18:11:06.540000,191,13,P,X,ST9 
2000-12-13T18:11:10.670000,191,14,S,X,ST9 
2000-12-13T18:11:09.420000,191,15,P,X,ST10
2000-12-13T18:11:15.500000,191,16,S,X,ST10
2000-12-13T18:11:11.220000,191,17,P,X,ST11
2000-12-13T18:11:18.830000,191,18,S,X,ST11
2000-12-13T18:11:07.880000,191,19,P,X,ST12
2000-12-13T18:11:06.450000,191,20,S,X,ST13
2000-12-13T18:11:06.620000,191,21,P,X,ST14
2000-12-13T18:11:02.160000,191,22,P,X,ST15
2000-12-13T18:11:06.320000,191,23,P,X,ST17
2000-12-13T18:11:10.070000,191,24,S,X,ST17
2000-12-13T18:11:02.880000,191,25,P,X,ST18
2000-12-13T18:11:03.280000,191,26,P,X,ST19
2000-12-13T18:11:04.910000,191,27,S,X,ST19
2000-12-13T18:11:07.240000,191,28,P,X,ST20
2000-12-13T18:11:11.830000,191,29,S,X,ST20
2000-12-13T18:11:04.800000,191,30,P,X,ST21
2000-12-13T18:11:12.160000,191,31,S,X,ST22
2000-12-13T18:11:03.830000,191,32,P,X,ST23
2000-12-13T18:11:07.550000,191,33,S,X,ST24
2000-12-13T18:11:06.590000,191,34,S,X,ST26
2000-12-13T18:12:09.660000,192,1,P,X,ST0 
2000-12-13T18:12:03.680000,192,2,P,X,ST1 
2000-12-13T18:12:13.430000,192,3,S,X,ST2 
2000-12-13T18:12:04.440000,192,4,P,X,ST3 
2000-12-13T18:12:06.830000,192,5,S,X,ST3 
2000-12-13T18:12:14.340000,192,6,S,X,ST4 
2000-12-13T18:12:05.990000,192,7,P,X,ST5 
2000-12-13T18:12:09.450000,192,8,S,X,ST5 
2000-12-13T18:12:07.260000,192,9,P,X,ST6 
2000-12-13T18:12:05.660000,192,10,P,X,ST7 
2000-12-13T18:12:09.060000,192,11,S,X,ST7 
2000-12-13T18:12:06.840000,192,12,S,X,ST10
2000-12-13T18:12:06.410000,192,13,P,X,ST11
2000-12-13T18:12:10.430000,192,14,S,X,ST11
2000-12-13T18:12:02.840000,192,15,P,X,ST12
2000-12-13T18:12:11.210000,192,16,S,X,ST13
2000-12-13T18:12:06.240000,192,17,P,X,ST14
2000-12-13T18:12:06.600000,192,18,P,X,ST15
2000-12-13T18:12:09.080000,192,19,P,X,ST16
2000-12-13T18:12:09.430000,192,20,P,X,ST17
2000-12-13T18:12:15.380000,192,21,S,X,ST17
2000-12-13T18:12:07.390000,192,22,P,X,ST18
2000-12-13T18:12:02.450000,192,23,P,X,ST20
2000-12-13T18:12:04.330000,192,24,P,X,ST21
2000-12-13T18:12:06.620000,192,25,S,X,ST21
2000-12-13T18:12:02.400000,192,26,P,X,ST22
2000-12-13T18:12:03.370000,192,27,S,X,ST22
2000-12-13T18:12:05.150000,192,28,P,X,ST23
2000-12-13T18:12:08.090000,192,29,S,X,ST23
2000-12-13T18:12:08.340000,192,30,P,X,ST24
2000-12-13T18:12:13.520000,192,31,S,X,ST24
2000-12-13T18:12:05.370000,192,32,P,X,ST25
2000-12-13T18:12:08.510000,192,33,S,X,ST25
2000-12-13T18:12:08.380000,192,34,P,X,ST26
2000-12-13T18:13:09.420000,193,1,P,X,ST0 
2000-12-13T18:13:15.270000,193,2,S,X,ST0 
2000-12-13T18:13:03.660000,193,3,P,X,ST1 
2000-12-13T18:13:05.490000,193,4,S,X,ST1 
2000-12-13T18:13:08.560000,193,5,P,X,ST2 
2000-12-13T18:13:08.370000,193,6,P,X,ST4 
2000-12-13T18:13:06.250000,193,7,P,X,ST5 
2000-12-13T18:13:07.360000,193,8,P,X,ST6 
2000-12-13T18:13:11.800000,193,9,S,X,ST6 
2000-12-13T18:13:05.250000,193,10,P,X,ST7 
2000-12-13T18:13:08.360000,193,11,S,X,ST7 
2000-12-13T18:13:07.130000,193,12,P,X,ST9 
2000-12-13T18:13:11.480000,193,13,S,X,ST9 
2000-12-13T18:13:04.590000,193,14,P,X,ST10
2000-12-13T18:13:07.130000,193,15,S,X,ST10
2000-12-13T18:13:06.480000,193,16,P,X,ST11
2000-12-13T18:13:10.560000,193,17,S,X,ST11
2000-12-13T18:13:03.300000,193,18,P,X,ST12
2000-12-13T18:13:10.880000,193,19,S,X,ST13
2000-12-13T18:13:06.250000,193,20,P,X,ST14
2000-12-13T18:13:06.300000,193,21,P,X,ST15
2000-12-13T18:13:10.130000,193,22,S,X,ST15
2000-12-13T18:13:09.270000,193,23,P,X,ST17
2000-12-13T18:13:07.110000,193,24,P,X,ST18
2000-12-13T18:13:06.540000,193,25,P,X,ST19
2000-12-13T18:13:10.510000,193,26,S,X,ST19
2000-12-13T18:13:03.980000,193,27,S,X,ST20
2000-12-13T18:13:04.160000,193,28,P,X,ST21
2000-12-13T18:13:07.670000,193,29,S,X,ST23
2000-12-13T18:13:08.150000,193,30,P,X,ST24
2000-12-13T18:13:13.160000,193,31,S,X,ST24
2000-12-13T18:13:08.160000,193,32,P,X,ST26
2000-12-13T18:14:10.680000,194,1,P,X,ST0 
2000-12-13T18:14:07.350000,194,2,S,X,ST1 
2000-12-13T18:14:07.080000,194,3,P,X,ST2 
2000-12-13T18:14:06.250000,194,4,S,X,ST3 
2000-12-13T18:14:10.130000,194,5,P,X,ST4 
2000-12-13T18:14:16.580000,194,6,S,X,ST4 
2000-12-13T18:14:05.020000,194,7,P,X,ST5 
2000-12-13T18:14:07.290000,194,8,P,X,ST6 
2000-12-13T18:14:11.530000,194,9,S,X,ST6 
2000-12-13T18:14:08.840000,194,10,P,X,ST9 
2000-12-13T18:14:03.580000,194,11,P,X,ST10
2000-12-13T18:14:05.600000,194,12,P,X,ST11
2000-12-13T18:14:07.920000,194,13,P,X,ST13
2000-12-13T18:14:12.690000,194,14,S,X,ST13
2000-12-13T18:14:06.550000,194,15,P,X,ST14
2000-12-13T18:14:10.260000,194,16,S,X,ST14
2000-12-13T18:14:07.860000,194,17,P,X,ST15
2000-12-13T18:14:10.340000,194,18,P,X,ST16
2000-12-13T18:14:16.980000,194,19,S,X,ST16
2000-12-13T18:14:10.270000,194,20,P,X,ST17
2000-12-13T18:14:08.560000,194,21,P,X,ST18
2000-12-13T18:14:13.880000,194,22,S,X,ST18
2000-12-13T18:14:07.880000,194,23,P,X,ST19
2000-12-13T18:14:12.700000,194,24,S,X,ST19
2000-12-13T18:14:03.560000,194,25,P,X,ST20
2000-12-13T18:14:05.530000,194,26,P,X,ST21
2000-12-13T18:14:03.180000,194,27,P,X,ST22
2000-12-13T18:14:04.650000,194,28,S,X,ST22
2000-12-13T18:14:10.060000,194,29,S,X,ST23
2000-12-13T18:14:09.310000,194,30,P,X,ST24
2000-12-13T18:14:15.060000,194,31,S,X,ST24
2000-12-13T18:14:06.640000,194,32,P,X,ST25
2000-12-13T18:14:10.630000,194,33,S,X,ST25
2000-12-13T18:14:15.340000,194,34,S,X,ST26
2000-12-13T18:15:05.500000,195,1,P,X,ST0 
2000-12-13T18:15:08.620000,195,2,S,X,ST0 
2000-12-13T18:15:06.980000,195,3,S,X,ST1 
2000-12-13T18:15:11.710000,195,4,P,X,ST2 
2000-12-13T18:15:19.060000,195,5,S,X,ST2 
2000-12-13T18:15:08.350000,195,6,P,X,ST3 
2000-12-13T18:15:05.930000,195,7,P,X,ST4 
2000-12-13T18:15:09.360000,195,8,S,X,ST4 
2000-12-13T18:15:08.400000,195,9,P,X,ST5 
2000-12-13T18:15:05.290000,195,10,P,X,ST7 
2000-12-13T18:15:06.420000,195,11,P,X,ST8 
2000-12-13T18:15:10.540000,195,12,S,X,ST8 
2000-12-13T18:15:07.290000,195,13,P,X,ST9 
2000-12-13T18:15:11.790000,195,14,S,X,ST9 
2000-12-13T18:15:08.460000,195,15,P,X,ST10
2000-12-13T18:15:10.390000,195,16,P,X,ST11
2000-12-13T18:15:17.200000,195,17,S,X,ST11
2000-12-13T18:15:06.680000,195,18,P,X,ST12
2000-12-13T18:15:10.630000,195,19,S,X,ST12
2000-12-13T18:15:03.250000,195,20,P,X,ST13
2000-12-13T18:15:04.830000,195,21,S,X,ST13
2000-12-13T18:15:05.000000,195,22,P,X,ST14
2000-12-13T18:15:04.730000,195,23,S,X,ST15
2000-12-13T18:15:05.410000,195,24,P,X,ST16
2000-12-13T18:15:08.470000,195,25,S,X,ST16
2000-12-13T18:15:05.610000,195,26,P,X,ST17
2000-12-13T18:15:08.830000,195,27,S,X,ST17
2000-12-13T18:15:03.400000,195,28,P,X,ST18
2000-12-13T18:15:02.900000,195,29,P,X,ST19
2000-12-13T18:15:10.190000,195,30,S,X,ST20
2000-12-13T18:15:05.860000,195,31,S,X,ST21
2000-12-13T18:15:10.440000,195,32,S,X,ST22
2000-12-13T18:15:03.060000,195,33,P,X,ST23
2000-12-13T18:15:04.510000,195,34,S,X,ST23
2000-12-13T18:15:03.210000,195,35,P,X,ST25
2000-12-13T18:15:04.780000,195,36,S,X,ST25
2000-12-13T18:15:06.530000,195,37,S,X,ST26
2000-12-13T18:16:05.100000,196,1,P,X,ST1 
2000-12-13T18:16:12.090000,196,2,P,X,ST2 
2000-12-13T18:16:19.590000,196,3,S,X,ST2 
2000-12-13T18:16:14.790000,196,4,S,X,ST3 
2000-12-13T18:16:06.230000,196,5,P,X,ST4 
2000-12-13T18:16:09.830000,196,6,S,X,ST4 
2000-12-13T18:16:08.640000,196,7,P,X,ST5 
2000-12-13T18:16:06.220000,196,8,P,X,ST6 
2000-12-13T18:16:09.890000,196,9,S,X,ST6 
2000-12-13T18:16:08.010000,196,10,P,X,ST9 
2000-12-13T18:16:09.110000,196,11,P,X,ST10
2000-12-13T18:16:11.060000,196,12,P,X,ST11
2000-12-13T18:16:18.410000,196,13,S,X,ST11
2000-12-13T18:16:11.610000,196,14,S,X,ST12
2000-12-13T18:16:05.130000,196,15,S,X,ST15
2000-12-13T18:16:05.370000,196,16,P,X,ST16
2000-12-13T18:16:08.360000,196,17,S,X,ST16
2000-12-13T18:16:03.480000,196,18,S,X,ST19
2000-12-13T18:16:07.070000,196,19,P,X,ST20
2000-12-13T18:16:04.500000,196,20,P,X,ST21
2000-12-13T18:16:07.200000,196,21,P,X,ST22
2000-12-13T18:16:03.640000,196,22,P,X,ST23
2000-12-13T18:16:03.530000,196,23,P,X,ST24
2000-12-13T18:16:05.290000,196,24,S,X,ST24
2000-12-13T18:16:03.870000,196,25,P,X,ST25
2000-12-13T18:16:05.870000,196,26,S,X,ST25
2000-12-13T18:16:03.600000,196,27,P,X,ST26
2000-12-13T18:17:04.480000,197,1,P,X,ST0 
2000-12-13T18:17:06.920000,197,2,S,X,ST0 
2000-12-13T18:17:08.810000,197,3,S,X,ST1 
2000-12-13T18:17:12.750000,197,4,P,X,ST2 
2000-12-13T18:17:20.750000,197,5,S,X,ST2 
2000-12-13T18:17:09.530000,197,6,P,X,ST3 
2000-12-13T18:17:05.770000,197,7,P,X,ST4 
2000-12-13T18:17:09.040000,197,8,S,X,ST4 
2000-12-13T18:17:09.360000,197,9,P,X,ST5 
2000-12-13T18:17:06.890000,197,10,P,X,ST6 
2000-12-13T18:17:11.020000,197,11,S,X,ST6 
2000-12-13T18:17:09.920000,197,12,S,X,ST7 
2000-12-13T18:17:07.550000,197,13,P,X,ST8 
2000-12-13T18:17:12.470000,197,14,S,X,ST8 
2000-12-13T18:17:07.920000,197,15,P,X,ST9 
2000-12-13T18:17:12.910000,197,16,S,X,ST9 
2000-12-13T18:17:15.760000,197,17,S,X,ST10
2000-12-13T18:17:11.560000,197,18,P,X,ST11
2000-12-13T18:17:19.220000,197,19,S,X,ST11
2000-12-13T18:17:07.830000,197,20,P,X,ST12
2000-12-13T18:17:02.660000,197,21,P,X,ST13
2000-12-13T18:17:03.830000,197,22,S,X,ST13
2000-12-13T18:17:05.450000,197,23,P,X,ST14
2000-12-13T18:17:03.080000,197,24,P,X,ST15
2000-12-13T18:17:04.530000,197,25,S,X,ST15
2000-12-13T18:17:04.770000,197,26,P,X,ST16
2000-12-13T18:17:04.810000,197,27,P,X,ST17
2000-12-13T18:17:02.210000,197,28,P,X,ST19
2000-12-13T18:17:03.050000,197,29,S,X,ST19
2000-12-13T18:17:04.930000,197,30,P,X,ST21
2000-12-13T18:17:12.440000,197,31,S,X,ST22
2000-12-13T18:17:03.940000,197,32,P,X,ST23
2000-12-13T18:17:05.980000,197,33,S,X,ST23
2000-12-13T18:17:04.840000,197,34,S,X,ST24
2000-12-13T18:17:04.010000,197,35,P,X,ST25
2000-12-13T18:17:06.130000,197,36,S,X,ST25
2000-12-13T18:17:03.060000,197,37,P,X,ST26
2000-12-13T18:17:04.520000,197,38,S,X,ST26
2000-12-13T18:18:08.280000,198,1,S,X,ST0 
2000-12-13T18:18:04.690000,198,2,P,X,ST1 
2000-12-13T18:18:07.300000,198,3,S,X,ST1 
2000-12-13T18:18:19.400000,198,4,S,X,ST2 
2000-12-13T18:18:08.550000,198,5,P,X,ST3 
2000-12-13T18:18:09.140000,198,6,S,X,ST4 
2000-12-13T18:18:13.900000,198,7,S,X,ST5 
2000-12-13T18:18:08.570000,198,8,S,X,ST7 
2000-12-13T18:18:06.580000,198,9,P,X,ST8 
2000-12-13T18:18:10.780000,198,10,S,X,ST8 
2000-12-13T18:18:11.840000,198,11,S,X,ST9 
2000-12-13T18:18:14.090000,198,12,S,X,ST10
2000-12-13T18:18:10.580000,198,13,P,X,ST11
2000-12-13T18:18:06.880000,198,14,P,X,ST12
2000-12-13T18:18:10.980000,198,15,S,X,ST12
2000-12-13T18:18:04.650000,198,16,S,X,ST13
2000-12-13T18:18:07.950000,198,17,S,X,ST14
2000-12-13T18:18:03.080000,198,18,P,X,ST15
2000-12-13T18:18:04.540000,198,19,S,X,ST15
2000-12-13T18:18:05.220000,198,20,P,X,ST16
2000-12-13T18:18:05.470000,198,21,P,X,ST17
2000-12-13T18:18:03.180000,198,22,P,X,ST18
2000-12-13T18:18:02.730000,198,23,P,X,ST19
2000-12-13T18:18:03.940000,198,24,S,X,ST19
2000-12-13T18:18:04.010000,198,25,P,X,ST21
2000-12-13T18:18:06.720000,198,26,P,X,ST22
2000-12-13T18:18:10.790000,198,27,S,X,ST22
2000-12-13T18:18:03.170000,198,28,P,X,ST23
2000-12-13T18:18:04.690000,198,29,S,X,ST23
2000-12-13T18:18:04.170000,198,30,P,X,ST24
2000-12-13T18:18:04.060000,198,31,P,X,ST26
2000-12-13T18:18:06.180000,198,32,S,X,ST26
2000-12-13T18:19:09.450000,199,1,P,X,ST0 
2000-12-13T18:19:15.330000,199,2,S,X,ST0 
2000-12-13T18:19:03.650000,199,3,P,X,ST1 
2000-12-13T18:19:05.460000,199,4,S,X,ST1 
2000-12-13T18:19:13.500000,199,5,S,X,ST2 
2000-12-13T18:19:04.480000,199,6,P,X,ST3 
2000-12-13T18:19:06.950000,199,7,S,X,ST3 
2000-12-13T18:19:08.570000,199,8,P,X,ST4 
2000-12-13T18:19:13.960000,199,9,S,X,ST4 
2000-12-13T18:19:06.010000,199,10,P,X,ST5 
2000-12-13T18:19:09.530000,199,11,S,X,ST5 
2000-12-13T18:19:05.450000,199,12,P,X,ST7 
2000-12-13T18:19:04.190000,199,13,P,X,ST8 
2000-12-13T18:19:06.640000,199,14,S,X,ST8 
2000-12-13T18:19:07.390000,199,15,P,X,ST9 
2000-12-13T18:19:11.890000,199,16,S,X,ST9 
2000-12-13T18:19:04.510000,199,17,P,X,ST10
2000-12-13T18:19:06.990000,199,18,S,X,ST10
2000-12-13T18:19:06.430000,199,19,P,X,ST11
2000-12-13T18:19:03.080000,199,20,P,X,ST12
2000-12-13T18:19:06.770000,199,21,P,X,ST13
2000-12-13T18:19:10.870000,199,22,S,X,ST13
2000-12-13T18:19:06.380000,199,23,P,X,ST15
2000-12-13T18:19:10.290000,199,24,S,X,ST15
2000-12-13T18:19:08.860000,199,25,P,X,ST16
2000-12-13T18:19:14.480000,199,26,S,X,ST16
2000-12-13T18:19:15.040000,199,27,S,X,ST17
2000-12-13T18:19:07.180000,199,28,P,X,ST18
2000-12-13T18:19:11.610000,199,29,S,X,ST18
2000-12-13T18:19:10.540000,199,30,S,X,ST19
2000-12-13T18:19:02.760000,199,31,P,X,ST20
2000-12-13T18:19:04.000000,199,32,S,X,ST20
2000-12-13T18:19:04.210000,199,33,P,X,ST21
2000-12-13T18:19:02.750000,199,34,P,X,ST22
2000-12-13T18:19:03.970000,199,35,S,X,ST22
2000-12-13T18:19:04.960000,199,36,P,X,ST23
2000-12-13T18:19:08.140000,199,37,P,X,ST24
2000-12-13T18:19:08.170000,199,38,S,X,ST25
2000-12-13T18:19:08.170000,199,39,P,X,ST26
2000-12-13T18:20:13.170000,200,1,P,X,ST0 
2000-12-13T18:20:07.350000,200,2,P,X,ST1 
2000-12-13T18:20:11.860000,200,3,S,X,ST2 
2000-12-13T18:20:03.180000,200,4,P,X,ST3 
2000-12-13T18:20:11.610000,200,5,P,X,ST4 
2000-12-13T18:20:19.180000,200,6,S,X,ST4 
2000-12-13T18:20:12.060000,200,7,S,X,ST5 
2000-12-13T18:20:10.230000,200,8,P,X,ST6 
2000-12-13T18:20:08.370000,200,9,P,X,ST7 
2000-12-13T18:20:06.740000,200,10,P,X,ST8 
2000-12-13T18:20:11.110000,200,11,S,X,ST8 
2000-12-13T18:20:09.640000,200,12,P,X,ST9 
2000-12-13T18:20:15.790000,200,13,S,X,ST9 
2000-12-13T18:20:04.600000,200,14,S,X,ST10
2000-12-13T18:20:02.950000,200,15,P,X,ST11
2000-12-13T18:20:05.240000,200,16,P,X,ST12
2000-12-13T18:20:10.510000,200,17,P,X,ST13
2000-12-13T18:20:09.520000,200,18,P,X,ST14
2000-12-13T18:20:09.930000,200,19,P,X,ST15
2000-12-13T18:20:16.450000,200,20,S,X,ST15
2000-12-13T18:20:12.230000,200,21,P,X,ST16
2000-12-13T18:20:12.960000,200,22,P,X,ST17
2000-12-13T18:20:10.830000,200,23,P,X,ST18
2000-12-13T18:20:17.910000,200,24,S,X,ST18
2000-12-13T18:20:10.310000,200,25,P,X,ST19
2000-12-13T18:20:07.910000,200,26,P,X,ST21
2000-12-13T18:20:12.840000,200,27,S,X,ST21
2000-12-13T18:20:05.330000,200,28,P,X,ST22
2000-12-13T18:20:08.380000,200,29,S,X,ST22
2000-12-13T18:20:14.130000,200,30,S,X,ST23
2000-12-13T18:20:11.900000,200,31,P,X,ST24
2000-12-13T18:20:08.730000,200,32,P,X,ST25
2000-12-13T18:20:14.330000,200,33,S,X,ST25
2000-12-13T18:20:11.910000,200,34,P,X,ST26
2000-12-13T18:21:05.210000,201,1,P,X,ST0 
2000-12-13T18:21:08.140000,201,2,S,X,ST0 
2000-12-13T18:21:12.440000,201,3,P,X,ST2 
