evid,latitude,longitude,depth,time,mag,T_src,X,Y,unc_x,unc_y,unc_z
746,35.91582958195677,-117.69405533056951,4.6338906,2000-12-14T03:26:00.949855,1.0,0.032502186,173.19325,226.84605,NaN,NaN,NaN
479,36.05812431597091,-117.85543333716167,3.8701863,2000-12-13T22:59:01.047266,1.0,-0.08374401,158.34767,242.36769,NaN,NaN,NaN
781,35.948039840189196,-117.69841093122018,4.6982327,2000-12-14T04:01:01.144486,1.0,-0.16575725,172.73103,230.41162,NaN,NaN,NaN
425,35.89648071756152,-117.67939460600259,7.6751914,2000-12-13T22:05:01.096188,1.0,-0.08668554,174.55832,224.72478,NaN,NaN,NaN
831,35.66003018507543,-117.4686770807344,4.985363,2000-12-14T04:51:01.023441,1.0,-0.041514434,194.14648,198.87741,NaN,NaN,NaN
693,35.69022654887949,-117.50646267117706,7.8137794,2000-12-14T02:33:00.979810,1.0,-0.021105632,190.65472,202.15567,NaN,NaN,NaN
898,35.72158059326606,-117.52917116572526,6.045868,2000-12-14T05:58:01.025927,1.0,0.03658423,188.5267,205.5914,NaN,NaN,NaN
6,35.66968524278459,-117.51782007647557,7.402281,2000-12-13T15:06:01.085836,1.0,-0.1473188,189.6749,199.85597,NaN,NaN,NaN
683,35.90050167088068,-117.70651154424138,6.1335964,2000-12-14T02:23:00.634364,1.0,0.3441626,172.10179,225.12468,NaN,NaN,NaN
839,35.67560504421275,-117.48418681299233,3.1208587,2000-12-14T04:59:01.176187,1.0,-0.09889082,192.70538,200.57564,NaN,NaN,NaN
275,35.64034698705466,-117.44360060341087,3.856061,2000-12-13T19:35:01.171967,1.0,-0.08351314,196.4643,196.74207,NaN,NaN,NaN
114,35.91077889678216,-117.69789407607213,4.54303,2000-12-13T16:54:01.443572,1.0,-0.4606079,172.85764,226.27928,NaN,NaN,NaN
815,35.93740147774881,-117.69693327496141,4.4294434,2000-12-14T04:35:01.316533,1.0,-0.3203436,172.88719,229.23405,NaN,NaN,NaN
359,35.93681313903906,-117.69238004431216,4.4441133,2000-12-13T20:59:00.813393,1.0,0.19397657,173.29929,229.17653,NaN,NaN,NaN
214,35.59445280407069,-117.60044445008374,5.246651,2000-12-13T18:34:00.799428,1.0,0.14558858,182.3642,191.36024,NaN,NaN,NaN
533,36.062268709603146,-117.84575548347969,3.3966413,2000-12-13T23:53:00.772537,1.0,0.23296165,159.21138,242.84251,NaN,NaN,NaN
669,35.878569515891066,-117.70956229038804,4.855604,2000-12-14T02:09:01.531187,1.0,-0.46610725,171.87315,222.68668,NaN,NaN,NaN
801,35.931566973302566,-117.69671871443467,4.4514647,2000-12-14T04:21:01.032388,1.0,-0.03488831,172.91908,228.58722,NaN,NaN,NaN
593,35.58782078488155,-117.4204770736174,5.2391686,2000-12-14T00:53:01.154619,1.0,-0.12844685,198.6865,190.96043,NaN,NaN,NaN
598,35.65497137908664,-117.46286994404798,3.0269432,2000-12-14T00:58:00.900843,1.0,0.15628742,194.68434,198.32733,NaN,NaN,NaN
961,35.59805954543112,-117.58443545089644,4.4176164,2000-12-14T07:01:00.803068,1.0,0.15965039,183.8066,191.78903,NaN,NaN,NaN
943,35.88533042976661,-117.69983923451142,5.6068387,2000-12-14T06:43:01.116572,1.0,-0.13823089,172.7366,223.45308,NaN,NaN,NaN
679,35.9157445405578,-117.70668880038787,5.5953555,2000-12-14T02:19:00.998053,1.0,-0.03587773,172.05324,226.81522,NaN,NaN,NaN
964,35.76004247398467,-117.5742261397126,7.0075917,2000-12-14T07:04:01.085274,1.0,-0.111671284,184.36322,209.77542,NaN,NaN,NaN
426,35.676519833791254,-117.48951876386005,1.629153,2000-12-13T22:06:01.089924,1.0,0.027707485,192.2206,200.66705,NaN,NaN,NaN
240,35.67770430037456,-117.5243889634555,8.159282,2000-12-13T19:00:01.278448,1.0,-0.3442037,189.06158,200.73329,NaN,NaN,NaN
182,35.93555180194147,-117.71299082035581,6.5459776,2000-12-13T18:02:00.854084,1.0,0.011826367,171.44229,229.00174,NaN,NaN,NaN
457,35.639714184200365,-117.45254357478893,3.8887913,2000-12-13T22:37:01.139550,1.0,-0.07680896,195.656,196.6547,NaN,NaN,NaN
619,35.89766547095931,-117.7252386788234,5.8304844,2000-12-14T01:19:01.042684,1.0,-0.06861051,170.4173,224.7786,NaN,NaN,NaN
82,35.59155383147926,-117.42285627472333,5.2528105,2000-12-13T16:22:01.066030,1.0,-0.058458187,198.4618,191.36989,NaN,NaN,NaN
790,35.87005391397014,-117.6979123600778,5.1444736,2000-12-14T04:10:01.096312,1.0,-0.08660972,172.94333,221.76178,NaN,NaN,NaN
572,35.689586701882355,-117.53575015066284,8.440385,2000-12-14T00:32:00.896293,1.0,0.04935214,188.0057,202.03035,NaN,NaN,NaN
183,35.68917263653235,-117.50919631924512,6.4210434,2000-12-13T18:03:00.459750,1.0,0.5259775,190.4098,202.03366,NaN,NaN,NaN
909,35.67137795252031,-117.4779429615397,5.666907,2000-12-14T06:09:01.459375,1.0,-0.49416164,193.28061,200.11856,NaN,NaN,NaN
338,35.896835216996806,-117.70236123436693,6.365622,2000-12-13T20:38:01.005790,1.0,-0.021840213,172.48428,224.72499,NaN,NaN,NaN
191,35.60118323607252,-117.57896714840705,4.79199,2000-12-13T18:11:00.944221,1.0,0.0037621069,184.29497,192.14539,NaN,NaN,NaN
492,35.680743280076534,-117.50739404136567,8.397314,2000-12-13T23:12:00.951111,1.0,-0.008628368,190.59271,201.102,NaN,NaN,NaN
493,35.92568377286309,-117.70603756893738,4.720073,2000-12-13T23:13:01.115623,1.0,-0.16298884,172.09077,227.91884,NaN,NaN,NaN
804,35.89194455568045,-117.7323753779971,5.9752026,2000-12-14T04:24:01.057889,1.0,-0.0793437,169.7851,224.13208,NaN,NaN,NaN
986,35.921685369013744,-117.6824706809508,4.300831,2000-12-14T07:26:00.895678,1.0,0.10019355,174.22612,227.51537,NaN,NaN,NaN
223,35.90359246672029,-117.67999987629888,3.8343444,2000-12-13T18:43:01.018677,1.0,0.059028767,174.48828,225.51262,NaN,NaN,NaN
485,35.65234010410614,-117.45401723809546,4.5598435,2000-12-13T23:05:01.023507,1.0,0.16738471,195.49217,198.05238,NaN,NaN,NaN
871,35.67001767319526,-117.47562757440643,5.0354996,2000-12-14T05:31:01.461350,1.0,-0.47647333,193.49344,199.97206,NaN,NaN,NaN
365,35.69121488566674,-117.52209941959308,7.3687797,2000-12-13T21:05:01.019900,1.0,-0.061530314,189.2373,202.23619,NaN,NaN,NaN
827,35.606354517835506,-117.39300203694633,7.1043396,2000-12-14T04:47:01.207309,1.0,-0.28096998,201.13019,193.07005,NaN,NaN,NaN
152,35.93559174794391,-117.6972558900313,4.482361,2000-12-13T17:32:01.297714,1.0,-0.3083931,172.86197,229.03276,NaN,NaN,NaN
876,35.911660273935496,-117.67948441636665,3.7282617,2000-12-14T05:36:00.989331,1.0,0.13711117,174.51733,226.40843,NaN,NaN,NaN
805,35.87669856193178,-117.70517731914049,4.7300644,2000-12-14T04:25:00.918827,1.0,0.112265445,172.27309,222.48654,NaN,NaN,NaN
562,35.91599196609264,-117.70730968236434,4.532657,2000-12-14T00:22:00.882351,1.0,0.11095403,171.99667,226.84161,NaN,NaN,NaN
518,35.67390874494527,-117.52073591112661,7.6984115,2000-12-13T23:38:00.924707,1.0,0.012564784,189.4011,200.31905,NaN,NaN,NaN
733,35.670329252122706,-117.47880074299718,3.199015,2000-12-14T03:13:00.947485,1.0,0.12028942,193.20546,200.00061,NaN,NaN,NaN
794,36.06292120706666,-117.85287672146659,3.5267825,2000-12-14T04:14:01.063258,1.0,-0.05256447,158.56853,242.90378,NaN,NaN,NaN
998,35.922084417830405,-117.6904010587182,4.7846603,2000-12-14T07:38:00.824241,1.0,0.15973975,173.50958,227.5461,NaN,NaN,NaN
193,35.87637953647839,-117.6905721369039,7.2567754,2000-12-13T18:13:00.949563,1.0,0.048666157,173.59256,222.47594,NaN,NaN,NaN
53,35.94256036928577,-117.69537290025704,4.283838,2000-12-13T15:53:00.874584,1.0,0.14257798,173.01689,229.80896,NaN,NaN,NaN
265,35.59668677386416,-117.42210100495993,5.1346197,2000-12-13T19:25:00.683748,1.0,0.34062523,198.51772,191.94072,NaN,NaN,NaN
215,35.57421194696549,-117.59605164740485,6.2716126,2000-12-13T18:35:00.931505,1.0,0.028402803,182.80768,189.12288,NaN,NaN,NaN
655,35.57810980514656,-117.61825594754929,6.0241613,2000-12-14T01:55:00.961849,1.0,-0.008674743,180.78662,189.51572,NaN,NaN,NaN
209,35.925771829483885,-117.7181549348378,4.6236863,2000-12-13T18:29:00.775096,1.0,0.22363877,170.9971,227.9082,NaN,NaN,NaN
585,35.982726175963606,-117.66947549910279,3.5629394,2000-12-14T00:45:00.559329,1.0,0.42106622,175.26585,234.30867,NaN,NaN,NaN
687,35.71125641884109,-117.56260257823675,5.544237,2000-12-14T02:27:01.212055,1.0,-0.21679959,185.52596,204.3849,NaN,NaN,NaN
925,35.920328406552116,-117.72427459276992,4.312235,2000-12-14T06:25:00.659745,1.0,0.3692329,170.45638,227.29413,NaN,NaN,NaN
174,35.66119786243763,-117.52979503943261,8.933177,2000-12-13T17:54:01.077979,1.0,-0.14505555,188.61061,198.89232,NaN,NaN,NaN
634,35.62274658973733,-117.43551615465607,7.011658,2000-12-14T01:34:01.009533,1.0,-0.06785089,197.23907,194.80536,NaN,NaN,NaN
243,35.63187041286168,-117.43847535406762,4.973001,2000-12-13T19:03:01.021565,1.0,-0.008450818,196.94894,195.81169,NaN,NaN,NaN
498,35.93757481946161,-117.69608053223106,4.45401,2000-12-13T23:18:01.161873,1.0,-0.16861829,172.96376,229.25473,NaN,NaN,NaN
651,35.95839792472214,-117.71389576721761,4.568769,2000-12-14T01:51:00.948171,1.0,0.072196834,171.312,231.53445,NaN,NaN,NaN
728,35.8244121781067,-117.65155490938425,3.7694228,2000-12-14T03:08:01.706003,1.0,-0.489916,177.2297,216.77855,NaN,NaN,NaN
867,35.97184293077415,-117.67384019968134,3.2271628,2000-12-14T05:27:01.214890,1.0,-0.19793215,174.89594,233.09393,NaN,NaN,NaN
612,35.658650626234035,-117.47854330419734,6.3188047,2000-12-14T01:12:01.355365,1.0,-0.41121244,193.25656,198.70566,NaN,NaN,NaN
916,35.68074100298769,-117.475268581452,6.0984235,2000-12-14T06:16:01.115126,1.0,-0.1620062,193.50037,201.16222,NaN,NaN,NaN
934,35.95392971352694,-117.70463364155287,4.5098557,2000-12-14T06:34:00.954987,1.0,0.046224542,172.15704,231.05443,NaN,NaN,NaN
626,36.03091095525815,-117.85596012845349,3.2341433,2000-12-14T01:26:01.049470,1.0,0.0614433,158.35391,239.34816,NaN,NaN,NaN
975,35.73249979279156,-117.53395500715042,6.2283645,2000-12-14T07:15:00.968211,1.0,0.08658345,188.06859,206.79378,NaN,NaN,NaN
245,35.95876944190606,-117.71501934139187,4.5083766,2000-12-13T19:05:00.891241,1.0,0.116787136,171.20985,231.57378,NaN,NaN,NaN
855,35.9016606252788,-117.6757737297033,4.1785016,2000-12-14T05:15:01.114933,1.0,-0.108116046,174.87395,225.30557,NaN,NaN,NaN
97,35.670432746871484,-117.46967597294255,3.1089933,2000-12-13T16:37:00.755168,1.0,0.31676692,194.03119,200.0294,NaN,NaN,NaN
335,35.92381477372803,-117.70909323268616,4.475475,2000-12-13T20:35:01.226661,1.0,-0.22727989,171.81902,227.70636,NaN,NaN,NaN
919,35.92620886087095,-117.6939101402304,4.649669,2000-12-14T06:19:01.025709,1.0,-0.04843752,173.18404,227.99763,NaN,NaN,NaN
228,35.90961066384887,-117.7212987924321,4.6934953,2000-12-13T18:48:01.193022,1.0,-0.21460412,170.74765,226.11023,NaN,NaN,NaN
730,35.9235572224321,-117.71621523369215,4.422512,2000-12-14T03:10:00.934457,1.0,0.069102645,171.17685,227.6658,NaN,NaN,NaN
944,35.74988893871996,-117.55510558008167,5.584939,2000-12-14T06:44:01.023378,1.0,0.023166507,186.1155,208.68387,NaN,NaN,NaN
412,35.640396747176005,-117.44078621482207,4.4287024,2000-12-13T21:52:01.323281,1.0,-0.26768544,196.71902,196.753,NaN,NaN,NaN
226,35.67365412156167,-117.53764059799308,8.031026,2000-12-13T18:46:00.804494,1.0,0.13849178,187.8715,200.25955,NaN,NaN,NaN
729,35.66440782524103,-117.48009939894871,2.2273479,2000-12-14T03:09:01.210253,1.0,-0.10880957,193.10199,199.34132,NaN,NaN,NaN
381,35.916465523899085,-117.73326173247294,4.3707056,2000-12-13T21:21:00.637872,1.0,0.3993674,169.65344,226.85063,NaN,NaN,NaN
923,36.058536347346354,-117.85329000802261,3.4384103,2000-12-14T06:23:00.881840,1.0,0.1477971,158.53996,242.41673,NaN,NaN,NaN
846,35.68315315820869,-117.48969785569632,1.3561242,2000-12-14T05:06:01.231408,1.0,-0.107404575,192.18867,201.40251,NaN,NaN,NaN
43,35.87651897844596,-117.69211977242865,7.3758383,2000-12-13T15:43:00.971143,1.0,0.025303897,173.45251,222.48877,NaN,NaN,NaN
165,35.92771587937271,-117.7182150397811,4.3631644,2000-12-13T17:45:01.063031,1.0,-0.03907107,170.98755,228.12375,NaN,NaN,NaN
465,35.95779411629487,-117.71566129503222,4.563815,2000-12-13T22:45:00.789659,1.0,0.20530063,171.15402,231.46451,NaN,NaN,NaN
622,35.93890983768489,-117.69380928669474,4.2421503,2000-12-14T01:22:01.030594,1.0,0.011336279,173.16582,229.40668,NaN,NaN,NaN
592,35.88185862872687,-117.69278737570723,7.2576814,2000-12-14T00:52:01.119204,1.0,-0.12323684,173.38075,223.07994,NaN,NaN,NaN
526,35.68856030206803,-117.52165832727158,7.398065,2000-12-13T23:46:01.186160,1.0,-0.23471758,189.28342,201.94255,NaN,NaN,NaN
330,35.8975137944448,-117.71811156608689,6.7880116,2000-12-13T20:30:01.003775,1.0,-0.027802557,171.061,224.77371,NaN,NaN,NaN
283,35.60581393688101,-117.43473782403818,4.989176,2000-12-13T19:43:01.144242,1.0,-0.12849332,197.35066,192.92863,NaN,NaN,NaN
486,35.882707879980785,-117.68118795962278,4.863215,2000-12-13T23:06:01.319061,1.0,-0.3271081,174.42622,223.19394,NaN,NaN,NaN
588,35.91462430448271,-117.72944360016051,4.6383653,2000-12-14T00:48:01.013880,1.0,-0.020187804,170.00192,226.65276,NaN,NaN,NaN
645,35.92530557121005,-117.67859848612187,4.0531044,2000-12-14T01:45:01.173998,1.0,-0.15997818,174.56772,227.92357,NaN,NaN,NaN
3,35.897808664237516,-117.72286772599867,5.612543,2000-12-13T15:03:00.864490,1.0,0.11993678,170.63103,224.79845,NaN,NaN,NaN
72,35.66801029739928,-117.51679345745242,7.8330927,2000-12-13T16:12:00.814710,1.0,0.110663,189.77174,199.67209,NaN,NaN,NaN
55,35.94621143612688,-117.69789020597867,4.4901323,2000-12-13T15:55:01.160674,1.0,-0.17299928,172.78194,230.20969,NaN,NaN,NaN
99,35.93580487054756,-117.71265288440453,6.5587068,2000-12-13T16:39:00.528139,1.0,0.34024724,171.47224,229.03038,NaN,NaN,NaN
874,35.90355687882047,-117.6802252202783,4.065934,2000-12-14T05:34:01.057176,1.0,-0.040030632,174.46802,225.50829,NaN,NaN,NaN
366,35.98218823844828,-117.67127079068197,3.4337838,2000-12-13T21:06:00.946939,1.0,0.06633584,175.10513,234.24591,NaN,NaN,NaN
933,35.91157883738313,-117.72995959830327,4.432385,2000-12-14T06:33:00.937295,1.0,0.084790915,169.96178,226.31407,NaN,NaN,NaN
444,35.7041472639323,-117.50514942484256,5.5933847,2000-12-13T22:24:00.928641,1.0,0.07771996,190.74083,203.70227,NaN,NaN,NaN
697,36.05655399343896,-117.84571154801675,3.5028915,2000-12-14T02:37:01.030070,1.0,-0.028399358,159.22668,242.20866,NaN,NaN,NaN
481,36.055486443738594,-117.85147826418111,3.5272906,2000-12-13T23:01:01.426461,1.0,-0.42076886,158.70923,242.08124,NaN,NaN,NaN
203,35.893441013167624,-117.6774485487569,4.3252745,2000-12-13T18:23:00.904312,1.0,0.098281056,174.74059,224.39093,NaN,NaN,NaN
739,35.935022150041696,-117.70037175034254,4.3784723,2000-12-14T03:19:00.738314,1.0,0.25437716,172.58205,228.9643,NaN,NaN,NaN
476,35.919203046304645,-117.6914981628431,4.2257843,2000-12-13T22:56:00.916641,1.0,0.088259466,173.41678,227.22461,NaN,NaN,NaN
862,35.918822553729186,-117.69596727655845,4.323946,2000-12-14T05:22:01.005825,1.0,0.015585854,173.01427,227.1748,NaN,NaN,NaN
232,35.586206518659246,-117.36111874877554,4.8542013,2000-12-13T18:52:01.382256,1.0,-0.35235295,204.06898,190.89845,NaN,NaN,NaN
717,35.65222334709872,-117.51983206460477,9.066419,2000-12-14T02:57:00.860697,1.0,0.08140909,189.53352,197.91528,NaN,NaN,NaN
755,35.61871542218813,-117.43668123891374,6.862015,2000-12-14T03:35:00.999280,1.0,-0.05001043,197.14333,194.35596,NaN,NaN,NaN
945,35.72280379748808,-117.53954366259164,5.2570353,2000-12-14T06:45:01.070006,1.0,0.019790145,187.58553,205.70796,NaN,NaN,NaN
999,35.69808131094914,-117.51113473173577,7.5902176,2000-12-14T07:39:00.939247,1.0,0.021062149,190.21349,203.01823,NaN,NaN,NaN
841,35.883749517650806,-117.71260404756237,4.959342,2000-12-14T05:01:01.047466,1.0,-0.008753286,171.58748,223.25615,NaN,NaN,NaN
590,35.622501464497034,-117.4546157597107,5.0717645,2000-12-14T00:50:01.173709,1.0,-0.11053891,195.50977,194.74142,NaN,NaN,NaN
674,36.05740921280475,-117.85391732089536,3.4306588,2000-12-14T02:14:00.777533,1.0,0.24325351,158.48567,242.29073,NaN,NaN,NaN
834,35.620628992711666,-117.44402298524078,5.6646566,2000-12-14T04:54:00.952551,1.0,0.022716623,196.47371,194.55406,NaN,NaN,NaN
500,35.61840822042061,-117.43816552623173,6.9066963,2000-12-13T23:20:00.931651,1.0,0.020597992,197.00963,194.31902,NaN,NaN,NaN
8,36.045522828154425,-117.86116453135335,3.857112,2000-12-13T15:08:00.993944,1.0,0.024863424,157.85611,240.96094,NaN,NaN,NaN
119,35.565796182693276,-117.61585148827773,6.120846,2000-12-13T16:59:01.062891,1.0,-0.09643878,181.0319,188.15408,NaN,NaN,NaN
580,35.89028163389257,-117.73192741278419,6.217186,2000-12-14T00:40:00.952388,1.0,0.03106921,169.82904,223.94836,NaN,NaN,NaN
650,35.89337383413347,-117.73019159058185,5.5753703,2000-12-14T01:50:01.123500,1.0,-0.12718286,169.97923,224.29427,NaN,NaN,NaN
508,36.05730340225232,-117.84556530452429,3.2595534,2000-12-13T23:28:01.069362,1.0,-0.05816762,159.23837,242.29202,NaN,NaN,NaN
323,35.70640613658891,-117.54876739443782,5.801492,2000-12-13T20:23:00.923667,1.0,0.07782341,186.7889,203.87213,NaN,NaN,NaN
190,35.71557321734456,-117.55711641987786,6.0300136,2000-12-13T18:10:00.913668,1.0,0.06955328,186.01242,204.87373,NaN,NaN,NaN
446,35.699446864828836,-117.50918728446162,7.648659,2000-12-13T22:26:01.098841,1.0,-0.13707751,190.3865,203.17334,NaN,NaN,NaN
974,35.59729557264985,-117.59766811994831,5.361484,2000-12-14T07:14:01.107953,1.0,-0.17825675,182.60938,191.68054,NaN,NaN,NaN
962,35.92008115109552,-117.71371123893701,5.734436,2000-12-14T07:02:01.042868,1.0,-0.077874504,171.41022,227.28442,NaN,NaN,NaN
756,35.91830621220643,-117.71961350421029,4.172761,2000-12-14T03:36:00.974064,1.0,0.07055467,170.88132,227.07762,NaN,NaN,NaN
272,35.68163225721269,-117.52666714133642,7.552172,2000-12-13T19:32:01.303118,1.0,-0.3530032,188.84624,201.16478,NaN,NaN,NaN
535,36.0305242343103,-117.85400535866502,3.2644444,2000-12-13T23:55:01.418226,1.0,-0.29620424,158.53085,239.3083,NaN,NaN,NaN
850,35.90802462935338,-117.69056366440502,4.3330197,2000-12-14T05:10:00.864783,1.0,0.13810147,173.52519,225.98622,NaN,NaN,NaN
468,35.90265741604332,-117.68070844765066,4.137487,2000-12-13T22:48:00.671305,1.0,0.34280574,174.42635,225.40768,NaN,NaN,NaN
514,35.92714387452515,-117.71286508094707,4.817465,2000-12-13T23:34:01.072198,1.0,-0.10685432,171.47154,228.06929,NaN,NaN,NaN
910,35.62414985521985,-117.44437077008791,7.0121446,2000-12-14T06:10:00.643736,1.0,0.18564242,196.4337,194.94394,NaN,NaN,NaN
713,35.90065564166765,-117.70375192938337,5.6060286,2000-12-14T02:53:00.420649,1.0,0.54681027,172.35057,225.14642,NaN,NaN,NaN
261,35.922412140695386,-117.73638958345505,4.8333416,2000-12-13T19:21:01.056070,1.0,-0.070723735,169.35864,227.50507,NaN,NaN,NaN
515,35.88452703104132,-117.69070220940182,7.2113276,2000-12-13T23:35:00.845475,1.0,0.14950301,173.56328,223.37949,NaN,NaN,NaN
154,35.92391208974148,-117.7127289671953,4.3454056,2000-12-13T17:34:00.886455,1.0,0.12904567,171.4907,227.71103,NaN,NaN,NaN
431,35.757896158511244,-117.57747993341562,6.9836135,2000-12-13T22:11:01.105912,1.0,-0.12488397,184.07388,209.53146,NaN,NaN,NaN
569,35.94481421398837,-117.69640348733095,4.3074765,2000-12-14T00:29:00.819934,1.0,0.1958075,172.91907,230.05722,NaN,NaN,NaN
480,35.65279569867219,-117.51936161047338,8.999745,2000-12-13T23:00:00.905773,1.0,0.025101544,189.57478,197.97964,NaN,NaN,NaN
29,35.876283853097945,-117.69707243740098,5.416359,2000-12-13T15:29:01.209007,1.0,-0.22574508,173.00581,222.45427,NaN,NaN,NaN
772,35.886216834508716,-117.68833215848811,7.186678,2000-12-14T03:52:00.824319,1.0,0.16996357,173.77362,223.57097,NaN,NaN,NaN
798,35.77243097311534,-117.56357753637549,6.717622,2000-12-14T04:18:00.895461,1.0,0.07394276,185.29773,211.16891,NaN,NaN,NaN
800,36.067036396593,-117.85580185309942,3.4539225,2000-12-14T04:20:01.090266,1.0,-0.10246311,158.29688,243.35571,NaN,NaN,NaN
107,35.91635682587556,-117.72686537109101,4.3491464,2000-12-13T16:47:00.906587,1.0,0.11779642,170.23096,226.84924,NaN,NaN,NaN
2,36.06614043560484,-117.84715542629465,3.3156273,2000-12-13T15:02:01.054060,1.0,-0.067776985,159.07758,243.2698,NaN,NaN,NaN
118,35.679392606401265,-117.52374029098542,8.334085,2000-12-13T16:58:00.596679,1.0,0.340865,189.11636,200.92177,NaN,NaN,NaN
278,35.614828157838396,-117.41992227936971,4.3604784,2000-12-13T19:38:00.886372,1.0,0.19666591,198.67079,193.95726,NaN,NaN,NaN
159,35.880074438723064,-117.71313308198327,4.8676357,2000-12-13T17:39:00.880410,1.0,0.1814107,171.54753,222.8476,NaN,NaN,NaN
346,35.89955899192754,-117.69806555848231,4.5400605,2000-12-13T20:46:00.749243,1.0,0.24568588,172.86623,225.03441,NaN,NaN,NaN
65,36.052660527044516,-117.84451704992323,3.5667892,2000-12-13T16:05:01.096430,1.0,-0.08408818,159.34204,241.77864,NaN,NaN,NaN
550,35.92174399291714,-117.7059933976744,4.1776547,2000-12-14T00:10:00.976894,1.0,0.045535266,172.10318,227.48189,NaN,NaN,NaN
184,35.973561561515275,-117.66376163152385,3.63894,2000-12-13T18:04:00.806883,1.0,0.16803966,175.80115,233.30193,NaN,NaN,NaN
836,35.6785555318802,-117.4809865530102,6.06043,2000-12-14T04:56:01.252606,1.0,-0.2937053,192.98804,200.90897,NaN,NaN,NaN
319,35.932255395477895,-117.70316257702396,4.5447445,2000-12-13T20:19:00.955147,1.0,0.02151744,172.33615,228.65266,NaN,NaN,NaN
541,35.899266827027546,-117.72051253807047,7.2012224,2000-12-14T00:01:00.754699,1.0,0.23601072,170.84055,224.96414,NaN,NaN,NaN
427,35.67749674213296,-117.48559103675395,0.9760593,2000-12-13T22:07:01.040049,1.0,0.12434158,192.57379,200.78282,NaN,NaN,NaN
140,35.8841618217444,-117.68949358979589,7.337371,2000-12-13T17:20:00.981736,1.0,0.016366957,173.67319,223.34103,NaN,NaN,NaN
156,35.57735607641838,-117.61983097331182,5.9906244,2000-12-13T17:36:01.023208,1.0,-0.06912705,180.64555,189.42932,NaN,NaN,NaN
350,35.65416822580284,-117.49098092749882,5.423852,2000-12-13T20:50:01.113760,1.0,0.15326644,192.14114,198.18497,NaN,NaN,NaN
512,35.607677742375245,-117.4060135819918,5.0252113,2000-12-13T23:32:00.930173,1.0,0.021315461,199.94823,193.19127,NaN,NaN,NaN
888,35.93405802057704,-117.70090417549653,4.4994516,2000-12-14T05:48:01.021497,1.0,-0.03498854,172.53607,228.85645,NaN,NaN,NaN
453,35.66645130211802,-117.49043888377217,3.749161,2000-12-13T22:33:01.114406,1.0,-0.07724996,192.16115,199.54848,NaN,NaN,NaN
499,35.679462290308656,-117.5148557959696,8.137004,2000-12-13T23:19:00.812741,1.0,0.11906392,189.92035,200.946,NaN,NaN,NaN
987,35.65314971773673,-117.51944011886832,8.950594,2000-12-14T07:27:00.977260,1.0,-0.034712702,189.56685,198.01877,NaN,NaN,NaN
618,35.64497732549939,-117.44655304360928,5.9546356,2000-12-14T01:18:01.319478,1.0,-0.3100968,196.18576,197.25,NaN,NaN,NaN
489,35.57453979202561,-117.62273715190484,6.39378,2000-12-13T23:09:01.186360,1.0,-0.23337242,180.38841,189.11179,NaN,NaN,NaN
994,35.66821781339019,-117.4713258687842,4.5490847,2000-12-14T07:34:00.928172,1.0,0.06831673,193.88713,199.78058,NaN,NaN,NaN
448,35.57791753250321,-117.6185770236164,5.8831253,2000-12-13T22:28:00.906473,1.0,0.052657116,180.75795,189.49382,NaN,NaN,NaN
754,35.939269388319595,-117.6956576311851,4.61831,2000-12-14T03:34:00.895535,1.0,0.08274967,172.99828,229.44342,NaN,NaN,NaN
238,35.874584797674636,-117.69615078247321,7.676322,2000-12-13T18:58:01.089618,1.0,-0.09758549,173.09268,222.26736,NaN,NaN,NaN
459,35.628475886381246,-117.42997962053036,6.4277916,2000-12-13T22:39:01.027128,1.0,-0.07509244,197.7266,195.45158,NaN,NaN,NaN
355,35.938429072746544,-117.69976095934345,4.2816706,2000-12-13T20:55:01.051720,1.0,-0.025676003,172.62985,229.34325,NaN,NaN,NaN
567,35.686398774682665,-117.51239003649194,7.326304,2000-12-14T00:27:00.621427,1.0,0.3313987,190.12727,201.72002,NaN,NaN,NaN
761,35.882581802361045,-117.70892915160623,4.991122,2000-12-14T03:41:01.169142,1.0,-0.1486786,171.92177,223.13281,NaN,NaN,NaN
971,35.657300951203055,-117.47103490974928,4.9444923,2000-12-14T07:11:01.132875,1.0,0.02612412,193.93954,198.57019,NaN,NaN,NaN
198,35.66863553886085,-117.51264754309109,7.9323006,2000-12-13T18:18:01.303002,1.0,-0.37978795,190.14558,199.74916,NaN,NaN,NaN
540,35.627433719075334,-117.42406410377245,4.606331,2000-12-14T00:00:01.016603,1.0,0.0253579,198.26488,195.34746,NaN,NaN,NaN
571,35.895403842983214,-117.70851338275104,5.9220552,2000-12-14T00:31:01.462577,1.0,-0.48222595,171.93196,224.55582,NaN,NaN,NaN
716,35.65409694296029,-117.50154170307151,5.038745,2000-12-14T02:56:01.351822,1.0,-0.067759074,191.18515,198.15723,NaN,NaN,NaN
860,35.66386600507908,-117.51779379798437,8.553931,2000-12-14T05:20:00.833674,1.0,0.08260182,189.69087,199.21053,NaN,NaN,NaN
91,35.90149982508556,-117.67536513813589,4.122714,2000-12-13T16:31:00.680941,1.0,0.32524884,174.91118,225.28844,NaN,NaN,NaN
353,35.630597377984046,-117.43343357277753,3.7503552,2000-12-13T20:53:01.058274,1.0,0.03769162,197.40863,195.68022,NaN,NaN,NaN
604,35.74939699448578,-117.5744943941438,4.643016,2000-12-14T01:04:01.202175,1.0,-0.12933257,184.3632,208.59409,NaN,NaN,NaN
