evid,latitude,longitude,depth,time,mag
368,35.6099,-117.5844,6.6220,2000-12-13T21:08:01.000000,1.0
369,35.9363,-117.6927,4.3540,2000-12-13T21:09:01.000000,1.0
370,35.8276,-117.6611,5.1520,2000-12-13T21:10:01.000000,1.0
371,35.6159,-117.4411,5.0480,2000-12-13T21:11:01.000000,1.0
372,35.6455,-117.4559,5.5400,2000-12-13T21:12:01.000000,1.0
373,35.6702,-117.4680,7.6560,2000-12-13T21:13:01.000000,1.0
374,35.9318,-117.7035,3.3930,2000-12-13T21:14:01.000000,1.0
375,35.6576,-117.4635,3.8150,2000-12-13T21:15:01.000000,1.0
376,35.6670,-117.4771,2.4510,2000-12-13T21:16:01.000000,1.0
377,35.8920,-117.7172,5.6680,2000-12-13T21:17:01.000000,1.0
378,35.6986,-117.5913,7.8810,2000-12-13T21:18:01.000000,1.0
379,36.0264,-117.8503,3.5780,2000-12-13T21:19:01.000000,1.0
380,35.6360,-117.4639,4.8130,2000-12-13T21:20:01.000000,1.0
381,35.9169,-117.7353,3.9180,2000-12-13T21:21:01.000000,1.0
382,35.5747,-117.6204,6.1610,2000-12-13T21:22:01.000000,1.0
383,35.5874,-117.3545,4.8360,2000-12-13T21:23:01.000000,1.0
384,35.6516,-117.4452,3.6230,2000-12-13T21:24:01.000000,1.0
385,35.8753,-117.7079,5.1980,2000-12-13T21:25:01.000000,1.0
386,35.9449,-117.6954,3.7980,2000-12-13T21:26:01.000000,1.0
387,35.9004,-117.6735,4.0970,2000-12-13T21:27:01.000000,1.0
388,35.9017,-117.6701,5.8620,2000-12-13T21:28:01.000000,1.0
389,35.8982,-117.6987,4.6410,2000-12-13T21:29:01.000000,1.0
390,35.9137,-117.7395,5.0920,2000-12-13T21:30:01.000000,1.0
391,35.5966,-117.4226,4.8370,2000-12-13T21:31:01.000000,1.0
392,35.8890,-117.6825,4.9580,2000-12-13T21:32:01.000000,1.0
393,35.6299,-117.4569,3.6730,2000-12-13T21:33:01.000000,1.0
394,35.6247,-117.4525,6.3760,2000-12-13T21:34:01.000000,1.0
395,35.9002,-117.6736,4.0340,2000-12-13T21:35:01.000000,1.0
396,35.8724,-117.7053,3.6260,2000-12-13T21:36:01.000000,1.0
397,35.5997,-117.4306,5.6200,2000-12-13T21:37:01.000000,1.0
398,35.7005,-117.5269,8.8950,2000-12-13T21:38:01.000000,1.0
399,35.9479,-117.6941,3.5250,2000-12-13T21:39:01.000000,1.0
400,35.6020,-117.5963,4.7060,2000-12-13T21:40:01.000000,1.0
401,35.8853,-117.6891,7.2150,2000-12-13T21:41:01.000000,1.0
402,35.9092,-117.7467,5.7620,2000-12-13T21:42:01.000000,1.0
403,35.6107,-117.4415,4.1210,2000-12-13T21:43:01.000000,1.0
404,35.6015,-117.5959,4.7960,2000-12-13T21:44:01.000000,1.0
405,35.9040,-117.6718,3.7150,2000-12-13T21:45:01.000000,1.0
406,35.9536,-117.7168,3.8890,2000-12-13T21:46:01.000000,1.0
407,35.9317,-117.6811,3.6570,2000-12-13T21:47:01.000000,1.0
408,35.6438,-117.4495,2.9240,2000-12-13T21:48:01.000000,1.0
409,35.6650,-117.5281,8.7930,2000-12-13T21:49:01.000000,1.0
410,35.6327,-117.4285,4.6380,2000-12-13T21:50:01.000000,1.0
411,35.8190,-117.6429,3.6160,2000-12-13T21:51:01.000000,1.0
412,35.6405,-117.4410,4.0670,2000-12-13T21:52:01.000000,1.0
413,35.6306,-117.4579,3.6450,2000-12-13T21:53:01.000000,1.0
414,35.6893,-117.5328,8.1750,2000-12-13T21:54:01.000000,1.0
415,35.9754,-117.6655,3.6340,2000-12-13T21:55:01.000000,1.0
416,36.0414,-117.8453,2.9760,2000-12-13T21:56:01.000000,1.0
417,35.9739,-117.6630,3.5720,2000-12-13T21:57:01.000000,1.0
418,35.9873,-117.6697,2.6020,2000-12-13T21:58:01.000000,1.0
419,35.6572,-117.5408,9.0510,2000-12-13T21:59:01.000000,1.0
420,35.6012,-117.3884,7.0190,2000-12-13T22:00:01.000000,1.0
421,35.6104,-117.4110,5.7600,2000-12-13T22:01:01.000000,1.0
422,36.0553,-117.8514,3.5650,2000-12-13T22:02:01.000000,1.0
423,35.5868,-117.4202,4.8340,2000-12-13T22:03:01.000000,1.0
424,35.8904,-117.6834,5.2600,2000-12-13T22:04:01.000000,1.0
425,35.8959,-117.6792,8.0020,2000-12-13T22:05:01.000000,1.0
426,35.6765,-117.4884,1.5620,2000-12-13T22:06:01.000000,1.0
427,35.6760,-117.4844,0.5950,2000-12-13T22:07:01.000000,1.0
428,35.9625,-117.7068,3.9470,2000-12-13T22:08:01.000000,1.0
429,35.9129,-117.6964,4.1010,2000-12-13T22:09:01.000000,1.0
430,35.6769,-117.4849,1.5480,2000-12-13T22:10:01.000000,1.0
431,35.7591,-117.5752,7.2360,2000-12-13T22:11:01.000000,1.0
432,35.6307,-117.4293,4.9170,2000-12-13T22:12:01.000000,1.0
433,35.6638,-117.5233,8.1490,2000-12-13T22:13:01.000000,1.0
434,36.0406,-117.8677,3.1880,2000-12-13T22:14:01.000000,1.0
435,35.9395,-117.6993,4.3200,2000-12-13T22:15:01.000000,1.0
436,35.6691,-117.5232,8.7920,2000-12-13T22:16:01.000000,1.0
437,35.9191,-117.7306,6.4420,2000-12-13T22:17:01.000000,1.0
438,35.6270,-117.4270,5.8080,2000-12-13T22:18:01.000000,1.0
439,35.6601,-117.4568,6.9600,2000-12-13T22:19:01.000000,1.0
440,35.6066,-117.4640,4.8090,2000-12-13T22:20:01.000000,1.0
441,35.9083,-117.7218,6.4050,2000-12-13T22:21:01.000000,1.0
442,35.7737,-117.5628,6.6550,2000-12-13T22:22:01.000000,1.0
443,35.9704,-117.6617,3.5700,2000-12-13T22:23:01.000000,1.0
444,35.7067,-117.5040,5.4230,2000-12-13T22:24:01.000000,1.0
445,35.7446,-117.5536,4.8210,2000-12-13T22:25:01.000000,1.0
446,35.7011,-117.5072,7.9850,2000-12-13T22:26:01.000000,1.0
447,35.8983,-117.6815,4.2990,2000-12-13T22:27:01.000000,1.0
448,35.5767,-117.6198,5.6210,2000-12-13T22:28:01.000000,1.0
449,35.5729,-117.3478,2.7780,2000-12-13T22:29:01.000000,1.0
450,35.9695,-117.6616,3.6430,2000-12-13T22:30:01.000000,1.0
451,35.5704,-117.5980,6.3380,2000-12-13T22:31:01.000000,1.0
452,35.9209,-117.7094,6.8350,2000-12-13T22:32:01.000000,1.0
453,35.6682,-117.4911,3.4040,2000-12-13T22:33:01.000000,1.0
454,35.9136,-117.6850,4.4760,2000-12-13T22:34:01.000000,1.0
455,35.8235,-117.6473,4.2810,2000-12-13T22:35:01.000000,1.0
456,35.6624,-117.5309,8.5390,2000-12-13T22:36:01.000000,1.0
457,35.6403,-117.4528,3.5720,2000-12-13T22:37:01.000000,1.0
458,35.7073,-117.5796,7.7400,2000-12-13T22:38:01.000000,1.0
459,35.6305,-117.4311,6.4660,2000-12-13T22:39:01.000000,1.0
460,35.5770,-117.6194,5.7390,2000-12-13T22:40:01.000000,1.0
461,35.6742,-117.5151,8.1010,2000-12-13T22:41:01.000000,1.0
462,35.7690,-117.5702,7.0570,2000-12-13T22:42:01.000000,1.0
463,35.7588,-117.5676,7.0800,2000-12-13T22:43:01.000000,1.0
464,35.5966,-117.4026,7.4860,2000-12-13T22:44:01.000000,1.0
465,35.9619,-117.7124,3.9850,2000-12-13T22:45:01.000000,1.0
466,35.8967,-117.7057,7.5390,2000-12-13T22:46:01.000000,1.0
467,35.7237,-117.5602,8.0680,2000-12-13T22:47:01.000000,1.0
468,35.9006,-117.6812,4.1150,2000-12-13T22:48:01.000000,1.0
469,35.8795,-117.6774,5.4830,2000-12-13T22:49:01.000000,1.0
470,35.7732,-117.5706,6.3960,2000-12-13T22:50:01.000000,1.0
471,35.5866,-117.6130,7.2080,2000-12-13T22:51:01.000000,1.0
472,35.6951,-117.5139,6.6260,2000-12-13T22:52:01.000000,1.0
473,35.5741,-117.3521,4.8440,2000-12-13T22:53:01.000000,1.0
474,35.8931,-117.7097,6.9020,2000-12-13T22:54:01.000000,1.0
475,35.6768,-117.4881,1.5310,2000-12-13T22:55:01.000000,1.0
476,35.9203,-117.6933,4.1780,2000-12-13T22:56:01.000000,1.0
477,35.6710,-117.4677,5.3640,2000-12-13T22:57:01.000000,1.0
478,35.7507,-117.5686,7.6850,2000-12-13T22:58:01.000000,1.0
479,36.0574,-117.8561,4.4180,2000-12-13T22:59:01.000000,1.0
480,35.6529,-117.5198,9.3390,2000-12-13T23:00:01.000000,1.0
481,36.0546,-117.8519,3.5260,2000-12-13T23:01:01.000000,1.0
482,35.8788,-117.6767,5.5460,2000-12-13T23:02:01.000000,1.0
483,35.8984,-117.6800,7.7250,2000-12-13T23:03:01.000000,1.0
484,35.6401,-117.4410,4.0580,2000-12-13T23:04:01.000000,1.0
485,35.6509,-117.4485,4.6270,2000-12-13T23:05:01.000000,1.0
486,35.8803,-117.6794,5.0790,2000-12-13T23:06:01.000000,1.0
487,35.8267,-117.6611,5.2570,2000-12-13T23:07:01.000000,1.0
488,35.8907,-117.6771,3.3830,2000-12-13T23:08:01.000000,1.0
489,35.5731,-117.6249,6.1790,2000-12-13T23:09:01.000000,1.0
490,35.5738,-117.3498,3.7610,2000-12-13T23:10:01.000000,1.0
491,35.9083,-117.7154,3.9640,2000-12-13T23:11:01.000000,1.0
492,35.6810,-117.5065,8.7730,2000-12-13T23:12:01.000000,1.0
493,35.9271,-117.7078,4.9160,2000-12-13T23:13:01.000000,1.0
494,35.7022,-117.5877,7.3510,2000-12-13T23:14:01.000000,1.0
495,35.9625,-117.6877,3.7370,2000-12-13T23:15:01.000000,1.0
496,35.8956,-117.7051,7.6840,2000-12-13T23:16:01.000000,1.0
497,35.6433,-117.4457,5.7000,2000-12-13T23:17:01.000000,1.0
498,35.9399,-117.6964,4.2090,2000-12-13T23:18:01.000000,1.0
499,35.6809,-117.5141,8.2540,2000-12-13T23:19:01.000000,1.0
500,35.6213,-117.4403,7.0220,2000-12-13T23:20:01.000000,1.0
501,35.6397,-117.4421,4.1700,2000-12-13T23:21:01.000000,1.0
502,35.6881,-117.5237,7.3920,2000-12-13T23:22:01.000000,1.0
503,35.6018,-117.4137,7.6490,2000-12-13T23:23:01.000000,1.0
504,35.6450,-117.4460,6.2160,2000-12-13T23:24:01.000000,1.0
505,35.8984,-117.6988,4.5600,2000-12-13T23:25:01.000000,1.0
506,35.6677,-117.4759,4.4910,2000-12-13T23:26:01.000000,1.0
507,35.9327,-117.6732,3.6090,2000-12-13T23:27:01.000000,1.0
508,36.0566,-117.8446,3.0330,2000-12-13T23:28:01.000000,1.0
509,35.5671,-117.3550,4.2880,2000-12-13T23:29:01.000000,1.0
510,35.9824,-117.6695,2.9750,2000-12-13T23:30:01.000000,1.0
511,35.8835,-117.6822,7.3980,2000-12-13T23:31:01.000000,1.0
512,35.6075,-117.4093,4.5040,2000-12-13T23:32:01.000000,1.0
513,35.6602,-117.4795,5.9140,2000-12-13T23:33:01.000000,1.0
514,35.9289,-117.7143,4.8960,2000-12-13T23:34:01.000000,1.0
515,35.8838,-117.6906,7.2630,2000-12-13T23:35:01.000000,1.0
516,36.0568,-117.8444,2.8130,2000-12-13T23:36:01.000000,1.0
517,35.8978,-117.7376,7.3000,2000-12-13T23:37:01.000000,1.0
518,35.6746,-117.5203,7.8050,2000-12-13T23:38:01.000000,1.0
519,35.9013,-117.6793,3.7520,2000-12-13T23:39:01.000000,1.0
520,35.7215,-117.5516,5.3460,2000-12-13T23:40:01.000000,1.0
521,35.9553,-117.6881,3.9820,2000-12-13T23:41:01.000000,1.0
522,35.8879,-117.7052,7.6970,2000-12-13T23:42:01.000000,1.0
523,35.9539,-117.6996,4.6230,2000-12-13T23:43:01.000000,1.0
524,35.5877,-117.4188,5.1530,2000-12-13T23:44:01.000000,1.0
525,35.7586,-117.5733,6.7980,2000-12-13T23:45:01.000000,1.0
526,35.6898,-117.5211,7.4340,2000-12-13T23:46:01.000000,1.0
527,35.6831,-117.5261,7.3720,2000-12-13T23:47:01.000000,1.0
528,35.9027,-117.6964,4.6750,2000-12-13T23:48:01.000000,1.0
529,35.8807,-117.6958,3.5980,2000-12-13T23:49:01.000000,1.0
530,35.9620,-117.7114,3.8540,2000-12-13T23:50:01.000000,1.0
531,35.9148,-117.7322,4.8830,2000-12-13T23:51:01.000000,1.0
532,35.6774,-117.5095,5.4440,2000-12-13T23:52:01.000000,1.0
533,36.0620,-117.8448,3.2320,2000-12-13T23:53:01.000000,1.0
534,35.7087,-117.4997,4.9590,2000-12-13T23:54:01.000000,1.0
535,36.0308,-117.8513,3.4500,2000-12-13T23:55:01.000000,1.0
536,35.6482,-117.4427,6.7300,2000-12-13T23:56:01.000000,1.0
537,35.7707,-117.5734,7.0060,2000-12-13T23:57:01.000000,1.0
538,35.8648,-117.6707,8.0150,2000-12-13T23:58:01.000000,1.0
539,35.9095,-117.7203,5.0760,2000-12-13T23:59:01.000000,1.0
540,35.6270,-117.4236,4.2590,2000-12-14T00:00:01.000000,1.0
541,35.9002,-117.7193,8.1080,2000-12-14T00:01:01.000000,1.0
542,35.9351,-117.7021,4.4290,2000-12-14T00:02:01.000000,1.0
543,35.6365,-117.4584,5.7960,2000-12-14T00:03:01.000000,1.0
544,35.6955,-117.5363,9.8890,2000-12-14T00:04:01.000000,1.0
545,35.5637,-117.3366,3.5770,2000-12-14T00:05:01.000000,1.0
546,35.6840,-117.4775,6.4640,2000-12-14T00:06:01.000000,1.0
547,35.8967,-117.7188,5.4460,2000-12-14T00:07:01.000000,1.0
548,35.8846,-117.6894,7.1900,2000-12-14T00:08:01.000000,1.0
549,35.7734,-117.5597,6.3640,2000-12-14T00:09:01.000000,1.0
550,35.9223,-117.7069,3.8450,2000-12-14T00:10:01.000000,1.0
551,36.0557,-117.8553,3.3850,2000-12-14T00:11:01.000000,1.0
552,35.8774,-117.6946,7.2440,2000-12-14T00:12:01.000000,1.0
553,35.7211,-117.5275,4.2390,2000-12-14T00:13:01.000000,1.0
554,35.6673,-117.4758,4.2800,2000-12-14T00:14:01.000000,1.0
555,35.8932,-117.7298,4.9410,2000-12-14T00:15:01.000000,1.0
556,36.0425,-117.8693,2.8050,2000-12-14T00:16:01.000000,1.0
557,35.6730,-117.5093,5.2850,2000-12-14T00:17:01.000000,1.0
558,35.7171,-117.5737,7.0990,2000-12-14T00:18:01.000000,1.0
559,35.9338,-117.6833,3.8890,2000-12-14T00:19:01.000000,1.0
560,35.8897,-117.7323,5.8940,2000-12-14T00:20:01.000000,1.0
561,35.7395,-117.5641,4.2980,2000-12-14T00:21:01.000000,1.0
562,35.9164,-117.7071,4.4490,2000-12-14T00:22:01.000000,1.0
563,36.0295,-117.8445,3.3970,2000-12-14T00:23:01.000000,1.0
564,35.6208,-117.4501,5.5190,2000-12-14T00:24:01.000000,1.0
565,35.8732,-117.6909,7.0840,2000-12-14T00:25:01.000000,1.0
566,35.6484,-117.4497,3.3680,2000-12-14T00:26:01.000000,1.0
567,35.6866,-117.5118,7.3060,2000-12-14T00:27:01.000000,1.0
568,35.6845,-117.5119,7.1580,2000-12-14T00:28:01.000000,1.0
569,35.9474,-117.6963,3.7930,2000-12-14T00:29:01.000000,1.0
570,35.9248,-117.7152,3.5140,2000-12-14T00:30:01.000000,1.0
571,35.8947,-117.7089,6.2650,2000-12-14T00:31:01.000000,1.0
572,35.6902,-117.5362,8.7830,2000-12-14T00:32:01.000000,1.0
573,35.8846,-117.6894,7.2990,2000-12-14T00:33:01.000000,1.0
574,35.7042,-117.5027,7.2280,2000-12-14T00:34:01.000000,1.0
575,36.0400,-117.8691,2.6930,2000-12-14T00:35:01.000000,1.0
576,35.6060,-117.5787,5.7180,2000-12-14T00:36:01.000000,1.0
577,35.6740,-117.5126,7.5270,2000-12-14T00:37:01.000000,1.0
578,35.8994,-117.6799,4.0740,2000-12-14T00:38:01.000000,1.0
579,35.8419,-117.6590,3.7020,2000-12-14T00:39:01.000000,1.0
580,35.8900,-117.7305,6.6980,2000-12-14T00:40:01.000000,1.0
581,35.6404,-117.4467,4.7720,2000-12-14T00:41:01.000000,1.0
582,35.9084,-117.6973,5.3880,2000-12-14T00:42:01.000000,1.0
583,35.6562,-117.5302,9.8700,2000-12-14T00:43:01.000000,1.0
584,35.6555,-117.4503,1.2000,2000-12-14T00:44:01.000000,1.0
585,35.9816,-117.6689,3.5610,2000-12-14T00:45:01.000000,1.0
586,35.9800,-117.6676,3.5210,2000-12-14T00:46:01.000000,1.0
587,35.9173,-117.7148,5.9580,2000-12-14T00:47:01.000000,1.0
588,35.9150,-117.7312,4.5600,2000-12-14T00:48:01.000000,1.0
589,35.9811,-117.6749,2.6850,2000-12-14T00:49:01.000000,1.0
590,35.6226,-117.4535,4.8620,2000-12-14T00:50:01.000000,1.0
591,35.6163,-117.4179,6.4780,2000-12-14T00:51:01.000000,1.0
592,35.8808,-117.6935,7.3660,2000-12-14T00:52:01.000000,1.0
593,35.5879,-117.4192,5.3470,2000-12-14T00:53:01.000000,1.0
594,35.9177,-117.6588,3.9580,2000-12-14T00:54:01.000000,1.0
595,35.8928,-117.6796,8.6210,2000-12-14T00:55:01.000000,1.0
596,35.6419,-117.4419,4.2460,2000-12-14T00:56:01.000000,1.0
597,35.6766,-117.5058,5.2700,2000-12-14T00:57:01.000000,1.0
598,35.6565,-117.4656,2.4430,2000-12-14T00:58:01.000000,1.0
599,35.8815,-117.7077,4.1910,2000-12-14T00:59:01.000000,1.0
600,35.8841,-117.6897,7.3340,2000-12-14T01:00:01.000000,1.0
601,35.6707,-117.4952,3.4820,2000-12-14T01:01:01.000000,1.0
602,35.9519,-117.6874,3.8620,2000-12-14T01:02:01.000000,1.0
603,35.5692,-117.3434,2.0050,2000-12-14T01:03:01.000000,1.0
604,35.7496,-117.5729,4.6790,2000-12-14T01:04:01.000000,1.0
605,35.7190,-117.5424,6.0290,2000-12-14T01:05:01.000000,1.0
606,35.5730,-117.3424,4.3290,2000-12-14T01:06:01.000000,1.0
607,35.9556,-117.7039,4.6750,2000-12-14T01:07:01.000000,1.0
608,35.7186,-117.5484,4.8460,2000-12-14T01:08:01.000000,1.0
609,35.8275,-117.6483,3.9590,2000-12-14T01:09:01.000000,1.0
610,35.7161,-117.5341,7.8050,2000-12-14T01:10:01.000000,1.0
611,36.0415,-117.8719,2.8880,2000-12-14T01:11:01.000000,1.0
612,35.6613,-117.4799,6.4930,2000-12-14T01:12:01.000000,1.0
613,36.0524,-117.8510,3.3450,2000-12-14T01:13:01.000000,1.0
614,35.7109,-117.5638,8.4560,2000-12-14T01:14:01.000000,1.0
615,35.6049,-117.5777,4.5800,2000-12-14T01:15:01.000000,1.0
616,35.6913,-117.5053,5.9850,2000-12-14T01:16:01.000000,1.0
617,35.9532,-117.6980,4.7960,2000-12-14T01:17:01.000000,1.0
618,35.6478,-117.4468,5.8680,2000-12-14T01:18:01.000000,1.0
619,35.8979,-117.7242,6.3120,2000-12-14T01:19:01.000000,1.0
620,36.0289,-117.8576,3.0100,2000-12-14T01:20:01.000000,1.0
621,35.9129,-117.6931,4.8480,2000-12-14T01:21:01.000000,1.0
622,35.9408,-117.6937,3.5480,2000-12-14T01:22:01.000000,1.0
623,35.5700,-117.5989,6.4410,2000-12-14T01:23:01.000000,1.0
624,35.5730,-117.3499,4.0480,2000-12-14T01:24:01.000000,1.0
625,35.9161,-117.7195,6.2490,2000-12-14T01:25:01.000000,1.0
626,36.0314,-117.8528,3.3650,2000-12-14T01:26:01.000000,1.0
627,35.5727,-117.5966,6.7020,2000-12-14T01:27:01.000000,1.0
628,35.6860,-117.5327,8.8020,2000-12-14T01:28:01.000000,1.0
629,35.6832,-117.5245,8.4300,2000-12-14T01:29:01.000000,1.0
630,35.8943,-117.7147,7.4990,2000-12-14T01:30:01.000000,1.0
631,35.9267,-117.7171,3.8160,2000-12-14T01:31:01.000000,1.0
632,35.6972,-117.5166,9.2060,2000-12-14T01:32:01.000000,1.0
633,35.7007,-117.5044,6.5650,2000-12-14T01:33:01.000000,1.0
634,35.6255,-117.4383,7.2650,2000-12-14T01:34:01.000000,1.0
635,35.9198,-117.6947,4.9070,2000-12-14T01:35:01.000000,1.0
636,35.8216,-117.6441,4.2600,2000-12-14T01:36:01.000000,1.0
637,35.8837,-117.6907,7.0130,2000-12-14T01:37:01.000000,1.0
638,35.7098,-117.5668,8.2360,2000-12-14T01:38:01.000000,1.0
639,35.9209,-117.7129,6.4970,2000-12-14T01:39:01.000000,1.0
640,35.8984,-117.7226,5.0060,2000-12-14T01:40:01.000000,1.0
641,35.7159,-117.5207,4.4830,2000-12-14T01:41:01.000000,1.0
642,35.7514,-117.5574,5.0910,2000-12-14T01:42:01.000000,1.0
643,35.9143,-117.7303,3.5420,2000-12-14T01:43:01.000000,1.0
644,35.5993,-117.4293,5.8910,2000-12-14T01:44:01.000000,1.0
645,35.9253,-117.6792,3.8320,2000-12-14T01:45:01.000000,1.0
646,35.7182,-117.5620,7.0080,2000-12-14T01:46:01.000000,1.0
647,35.9709,-117.6649,3.3880,2000-12-14T01:47:01.000000,1.0
648,35.5947,-117.4249,5.8310,2000-12-14T01:48:01.000000,1.0
649,35.7438,-117.5543,4.2340,2000-12-14T01:49:01.000000,1.0
650,35.8935,-117.7305,5.6400,2000-12-14T01:50:01.000000,1.0
651,35.9634,-117.7129,3.8670,2000-12-14T01:51:01.000000,1.0
652,35.6700,-117.4719,4.4090,2000-12-14T01:52:01.000000,1.0
653,35.6618,-117.5163,8.8800,2000-12-14T01:53:01.000000,1.0
654,35.9554,-117.7014,4.5430,2000-12-14T01:54:01.000000,1.0
655,35.5764,-117.6199,5.7410,2000-12-14T01:55:01.000000,1.0
656,35.8923,-117.6920,4.7610,2000-12-14T01:56:01.000000,1.0
657,35.9413,-117.6980,4.1160,2000-12-14T01:57:01.000000,1.0
658,35.8896,-117.6829,7.0770,2000-12-14T01:58:01.000000,1.0
659,35.6799,-117.4692,5.2110,2000-12-14T01:59:01.000000,1.0
660,35.6691,-117.4715,4.3610,2000-12-14T02:00:01.000000,1.0
661,35.6741,-117.4806,3.3920,2000-12-14T02:01:01.000000,1.0
662,35.5798,-117.3643,4.6960,2000-12-14T02:02:01.000000,1.0
663,35.8850,-117.6795,4.4660,2000-12-14T02:03:01.000000,1.0
664,35.8995,-117.6819,4.2450,2000-12-14T02:04:01.000000,1.0
665,35.9308,-117.6942,4.4080,2000-12-14T02:05:01.000000,1.0
666,35.6683,-117.5322,8.0740,2000-12-14T02:06:01.000000,1.0
667,36.0403,-117.8677,3.2050,2000-12-14T02:07:01.000000,1.0
668,35.9035,-117.6797,4.5190,2000-12-14T02:08:01.000000,1.0
669,35.8754,-117.7091,4.3230,2000-12-14T02:09:01.000000,1.0
670,35.6406,-117.4443,3.2760,2000-12-14T02:10:01.000000,1.0
671,35.8683,-117.6801,7.8720,2000-12-14T02:11:01.000000,1.0
672,35.6907,-117.5287,8.5220,2000-12-14T02:12:01.000000,1.0
673,35.8258,-117.6470,4.3590,2000-12-14T02:13:01.000000,1.0
674,36.0554,-117.8538,3.1550,2000-12-14T02:14:01.000000,1.0
675,35.6540,-117.5199,9.2390,2000-12-14T02:15:01.000000,1.0
676,36.0549,-117.8505,3.6440,2000-12-14T02:16:01.000000,1.0
677,35.6799,-117.5445,7.9270,2000-12-14T02:17:01.000000,1.0
678,35.6306,-117.4331,6.7620,2000-12-14T02:18:01.000000,1.0
679,35.9171,-117.7064,6.2560,2000-12-14T02:19:01.000000,1.0
680,35.7526,-117.5758,6.3650,2000-12-14T02:20:01.000000,1.0
681,35.6013,-117.4314,5.4150,2000-12-14T02:21:01.000000,1.0
682,35.7681,-117.5606,6.5710,2000-12-14T02:22:01.000000,1.0
683,35.9006,-117.7055,6.7470,2000-12-14T02:23:01.000000,1.0
684,35.6914,-117.5058,6.0250,2000-12-14T02:24:01.000000,1.0
685,35.6223,-117.4518,5.3760,2000-12-14T02:25:01.000000,1.0
686,35.6286,-117.4328,4.5160,2000-12-14T02:26:01.000000,1.0
687,35.7122,-117.5621,5.4100,2000-12-14T02:27:01.000000,1.0
688,35.5882,-117.4254,5.0680,2000-12-14T02:28:01.000000,1.0
689,35.5758,-117.6201,6.2100,2000-12-14T02:29:01.000000,1.0
690,35.6506,-117.4486,3.8190,2000-12-14T02:30:01.000000,1.0
691,35.8984,-117.6799,7.7170,2000-12-14T02:31:01.000000,1.0
692,35.7084,-117.5146,6.6710,2000-12-14T02:32:01.000000,1.0
693,35.6912,-117.5054,8.0100,2000-12-14T02:33:01.000000,1.0
694,36.0630,-117.8393,3.3240,2000-12-14T02:34:01.000000,1.0
695,35.9619,-117.6652,4.2450,2000-12-14T02:35:01.000000,1.0
696,35.6660,-117.5217,8.9530,2000-12-14T02:36:01.000000,1.0
697,36.0549,-117.8458,3.5530,2000-12-14T02:37:01.000000,1.0
698,35.6816,-117.5162,8.3340,2000-12-14T02:38:01.000000,1.0
699,35.6116,-117.5834,6.7370,2000-12-14T02:39:01.000000,1.0
700,35.5974,-117.4031,7.3920,2000-12-14T02:40:01.000000,1.0
701,35.6677,-117.4818,1.2860,2000-12-14T02:41:01.000000,1.0
702,35.7402,-117.5644,4.4210,2000-12-14T02:42:01.000000,1.0
703,35.5914,-117.4230,5.2880,2000-12-14T02:43:01.000000,1.0
704,35.7523,-117.5721,4.5380,2000-12-14T02:44:01.000000,1.0
705,35.8960,-117.6783,7.9340,2000-12-14T02:45:01.000000,1.0
706,35.6017,-117.4316,5.8730,2000-12-14T02:46:01.000000,1.0
707,35.6857,-117.5040,1.2350,2000-12-14T02:47:01.000000,1.0
708,35.6144,-117.4409,6.7490,2000-12-14T02:48:01.000000,1.0
709,36.0220,-117.8463,3.2640,2000-12-14T02:49:01.000000,1.0
710,35.6686,-117.4720,4.4910,2000-12-14T02:50:01.000000,1.0
711,35.6749,-117.4772,5.3150,2000-12-14T02:51:01.000000,1.0
712,35.6077,-117.4609,5.1050,2000-12-14T02:52:01.000000,1.0
713,35.8997,-117.7036,6.0620,2000-12-14T02:53:01.000000,1.0
714,35.5753,-117.3503,3.6250,2000-12-14T02:54:01.000000,1.0
715,35.9091,-117.7371,4.4050,2000-12-14T02:55:01.000000,1.0
716,35.6549,-117.4992,5.1890,2000-12-14T02:56:01.000000,1.0
717,35.6515,-117.5195,9.5640,2000-12-14T02:57:01.000000,1.0
718,35.8849,-117.6858,7.3000,2000-12-14T02:58:01.000000,1.0
719,35.7398,-117.5566,4.7290,2000-12-14T02:59:01.000000,1.0
720,35.6011,-117.4325,6.0090,2000-12-14T03:00:01.000000,1.0
721,35.9255,-117.7150,4.1060,2000-12-14T03:01:01.000000,1.0
722,36.0540,-117.8497,4.1460,2000-12-14T03:02:01.000000,1.0
723,35.8900,-117.6906,4.5810,2000-12-14T03:03:01.000000,1.0
724,35.6928,-117.5220,7.9280,2000-12-14T03:04:01.000000,1.0
725,35.9196,-117.7248,4.5910,2000-12-14T03:05:01.000000,1.0
726,35.6076,-117.4597,5.3980,2000-12-14T03:06:01.000000,1.0
727,35.6274,-117.4291,3.1930,2000-12-14T03:07:01.000000,1.0
728,35.8235,-117.6452,4.0120,2000-12-14T03:08:01.000000,1.0
729,35.6648,-117.4803,1.9160,2000-12-14T03:09:01.000000,1.0
730,35.9249,-117.7179,4.1660,2000-12-14T03:10:01.000000,1.0
731,35.9008,-117.6757,4.5320,2000-12-14T03:11:01.000000,1.0
732,35.9104,-117.6741,3.6110,2000-12-14T03:12:01.000000,1.0
733,35.6713,-117.4795,2.9090,2000-12-14T03:13:01.000000,1.0
734,35.6737,-117.4840,0.6710,2000-12-14T03:14:01.000000,1.0
