network,station,dt,evid1,evid2,phase,cc
X,ST11,0.025541782383555936,225,362,S,1.0
X,ST11,0.000624540583872556,225,551,S,1.0
X,ST11,-0.0335071662867635,225,479,S,1.0
X,ST11,-0.13039555029111902,225,859,S,1.0
X,ST11,-0.0835570860881793,225,349,S,1.0
X,ST11,-0.08938715743907463,225,267,S,1.0
X,ST11,0.11516048847773992,568,946,S,1.0
X,ST11,0.13614686547495888,816,847,S,1.0
X,ST11,-0.0093066845640313,980,531,S,1.0
X,ST11,0.01707291072816702,980,588,S,1.0
X,ST11,-0.053237157116382564,980,918,S,1.0
X,ST11,-0.10196701765159621,980,74,S,1.0
X,ST11,-0.003498644964199864,980,270,S,1.0
X,ST11,0.10911870426395268,980,756,S,1.0
X,ST11,-0.07128922797632924,201,220,S,1.0
X,ST11,-0.049237204943337096,389,332,S,1.0
X,ST11,-0.0978511081391373,304,418,S,1.0
X,ST11,-0.20161412639270337,304,57,S,1.0
X,ST11,-0.2281307562846522,304,735,S,1.0
X,ST11,-0.04451710443052256,304,510,S,1.0
X,ST11,-0.08736285648607073,304,366,S,1.0
X,ST11,-0.09184056210646031,304,586,S,1.0
X,ST11,-0.13223937927905804,304,585,S,1.0
X,ST11,-0.16579705213880266,137,644,S,1.0
X,ST11,0.19117932589597472,137,703,S,1.0
X,ST11,0.13510526079659696,137,82,S,1.0
X,ST11,-0.24317890924780147,332,765,S,1.0
X,ST11,-0.2119376609506738,332,905,S,1.0
X,ST11,0.22022925506281998,332,150,S,1.0
X,ST11,-0.03867844639232033,332,850,S,1.0
X,ST11,0.23439830787785182,692,204,S,1.0
X,ST11,0.11149898457547779,692,15,S,1.0
X,ST11,0.020860475701083576,824,307,S,1.0
X,ST11,0.07660870328595645,824,114,S,1.0
X,ST11,0.08925375758374503,824,621,S,1.0
X,ST11,0.02103490219752511,824,870,S,1.0
X,ST11,0.10657199045110538,824,293,S,1.0
X,ST11,0.20061903672218034,824,308,S,1.0
X,ST11,-0.010909761080785028,824,903,S,1.0
X,ST11,-0.196951758928452,824,927,S,1.0
X,ST11,-0.08739945925995038,127,637,S,1.0
X,ST11,-0.0689478523718896,127,515,S,1.0
X,ST11,-0.07201360554112134,127,573,S,1.0
X,ST11,0.054899152521562355,127,511,S,1.0
X,ST11,-0.05002827728225723,127,140,S,1.0
X,ST11,-0.01583584927061841,127,25,S,1.0
X,ST11,-0.08884134289357867,127,772,S,1.0
X,ST11,-0.0799081204571306,127,116,S,1.0
X,ST11,-0.10130692104128367,127,401,S,1.0
X,ST11,-0.13501039254659053,84,477,S,1.0
X,ST11,0.20951589172055285,703,423,S,1.0
X,ST11,0.254736624915363,703,76,S,1.0
X,ST11,0.10561248584895447,703,180,S,1.0
X,ST11,0.07285686733825036,703,688,S,1.0
X,ST11,0.0767404168028056,703,115,S,1.0
X,ST11,-0.05350065998714912,703,82,S,1.0
X,ST11,-0.057029229505505485,703,391,S,1.0
X,ST11,0.010081219918361379,9,783,S,1.0
X,ST11,-0.10558066553143647,9,569,S,1.0
X,ST11,-0.015944320497042846,9,754,S,1.0
X,ST11,0.0077666601484139425,9,187,S,1.0
X,ST11,0.12375007000168696,9,622,S,1.0
X,ST11,0.14261938380458528,9,44,S,1.0
X,ST11,-0.01204773286923574,9,77,S,1.0
X,ST11,0.022721105576721346,754,888,S,1.0
X,ST11,0.056162380617457625,754,188,S,1.0
X,ST11,0.018939072214944064,754,783,S,1.0
X,ST11,-0.09962515274304143,754,569,S,1.0
X,ST11,0.17024708885995124,754,982,S,1.0
X,ST11,0.0069641734728869585,754,187,S,1.0
X,ST11,0.14849553429016743,754,622,S,1.0
X,ST11,0.17544801630516213,754,44,S,1.0
X,ST11,-0.06877648308890999,527,502,S,1.0
X,ST11,-0.1728327001513207,527,983,S,1.0
X,ST11,-0.10182455172109608,527,298,S,1.0
X,ST11,0.13042146013643618,909,254,S,1.0
X,ST11,0.128070005204837,909,250,S,1.0
X,ST11,-0.06034875303444481,909,985,S,1.0
X,ST11,0.043295165884655505,247,212,S,1.0
X,ST11,0.0030065246544833365,247,443,S,1.0
X,ST11,0.006827731023201112,247,450,S,1.0
X,ST11,-0.0365688523087799,247,647,S,1.0
X,ST11,-0.16863403677580957,247,779,S,1.0
X,ST11,-0.07605226924761943,247,184,S,1.0
X,ST11,-0.04759203822972642,247,938,S,1.0
X,ST11,0.008169162782350577,244,530,S,1.0
X,ST11,0.11425527148352828,867,647,S,1.0
X,ST11,0.0713006449890341,983,896,S,1.0
X,ST11,0.11679941960459139,983,502,S,1.0
X,ST11,0.06622664371534005,983,298,S,1.0
X,ST11,0.027000376144545226,577,6,S,1.0
X,ST11,-0.05533214370625654,577,946,S,1.0
X,ST11,-0.012657769109655131,573,637,S,1.0
X,ST11,-0.012538855439468146,573,515,S,1.0
X,ST11,0.1287426714832373,573,511,S,1.0
X,ST11,0.008232821113839918,573,140,S,1.0
X,ST11,0.05460288104787522,573,25,S,1.0
X,ST11,-0.011152853213255222,573,772,S,1.0
X,ST11,-0.02170411196558581,573,116,S,1.0
X,ST11,-0.009365182557511991,573,401,S,1.0
X,ST11,-0.2694215577633156,850,307,S,1.0
X,ST11,-0.21621183531224314,850,114,S,1.0
X,ST11,-0.20301363014385856,850,765,S,1.0
X,ST11,-0.16876711580150552,850,621,S,1.0
X,ST11,-0.1550143104064015,850,905,S,1.0
X,ST11,-0.19797780937549508,850,293,S,1.0
X,ST11,-0.05277761312724466,373,741,S,1.0
X,ST11,-0.033138543097861003,523,654,S,1.0
X,ST11,-0.040020135384593335,523,760,S,1.0
X,ST11,0.12773431520847395,115,423,S,1.0
X,ST11,0.20087917874324002,115,76,S,1.0
X,ST11,0.036523154154465665,115,180,S,1.0
X,ST11,-0.01595461185523508,115,688,S,1.0
X,ST11,-0.15271971440733867,115,82,S,1.0
X,ST11,-0.11159379824329746,115,391,S,1.0
X,ST11,0.02845248132271948,132,580,S,1.0
X,ST11,0.03305650323256842,132,252,S,1.0
X,ST11,0.02929766650661217,132,984,S,1.0
X,ST11,-0.06936446158720666,497,504,S,1.0
X,ST11,-0.0036353258492867876,937,807,S,1.0
X,ST11,-0.03860920766045112,937,217,S,1.0
X,ST11,-0.12465987512250475,937,134,S,1.0
X,ST11,-0.22400866757541552,937,674,S,1.0
X,ST11,-0.1861858788016995,937,167,S,1.0
X,ST11,-0.21296762564752963,937,676,S,1.0
X,ST11,-0.19810947363219233,937,362,S,1.0
X,ST11,0.05063532887799174,677,896,S,1.0
X,ST11,0.09002680082406452,722,217,S,1.0
X,ST11,-0.01916593342062964,722,948,S,1.0
X,ST11,-0.03761820514371112,722,167,S,1.0
X,ST11,-0.07218679742065669,722,676,S,1.0
X,ST11,-0.06774814585095207,722,551,S,1.0
X,ST11,-0.09714450830953447,722,479,S,1.0
X,ST11,-0.1678393185708632,722,349,S,1.0
X,ST11,-0.16230314259803347,722,267,S,1.0
X,ST11,-0.033698493899037084,336,634,S,1.0
X,ST11,0.07790150941268521,336,884,S,1.0
X,ST11,0.03017326465400501,336,500,S,1.0
X,ST11,0.06957701700717114,336,135,S,1.0
X,ST11,0.1935857190551413,985,250,S,1.0
X,ST11,0.15238226145635417,690,67,S,1.0
X,ST11,0.13609437090137866,690,981,S,1.0
X,ST11,0.13746579524893066,690,566,S,1.0
X,ST11,-0.15271789915816758,690,485,S,1.0
X,ST11,-0.235215750897382,729,92,S,1.0
X,ST11,0.061275278144926754,881,713,S,1.0
X,ST11,0.15163678428608474,881,917,S,1.0
X,ST11,0.09163132385379999,881,95,S,1.0
X,ST11,-0.05964893415392445,276,335,S,1.0
X,ST11,-0.0003633016547693157,276,570,S,1.0
X,ST11,-0.18501262047658007,276,901,S,1.0
X,ST11,-0.07011786914365126,36,222,S,1.0
X,ST11,0.16464307420450155,36,342,S,1.0
X,ST11,0.06052084938594584,668,150,S,1.0
X,ST11,0.0892726275449956,668,664,S,1.0
X,ST11,0.12222728388881315,668,731,S,1.0
X,ST11,0.13570582286408744,2,533,S,1.0
X,ST11,-0.0034393119222632454,59,218,S,1.0
X,ST11,-0.05229793173835182,59,335,S,1.0
X,ST11,-0.17406375098694354,59,901,S,1.0
X,ST11,-0.09712081608341577,59,858,S,1.0
X,ST11,-0.13137882300264947,59,111,S,1.0
X,ST11,0.017653715690911252,59,958,S,1.0
X,ST11,0.005477815766696378,59,997,S,1.0
X,ST11,0.13409814582478113,59,927,S,1.0
X,ST11,0.006860945916984766,994,710,S,1.0
X,ST11,-0.21625154102903593,994,254,S,1.0
X,ST11,0.062345384015738886,938,212,S,1.0
X,ST11,0.053525752590255715,938,443,S,1.0
X,ST11,0.02443499513374392,938,450,S,1.0
X,ST11,-0.013808958511951328,938,647,S,1.0
X,ST11,-0.15643608877524778,938,779,S,1.0
X,ST11,-0.04624626809467157,938,184,S,1.0
X,ST11,-0.0768280987823866,769,614,S,1.0
X,ST11,-0.04596912411748234,664,150,S,1.0
X,ST11,0.02531740268680549,664,731,S,1.0
X,ST11,-0.07413029248410094,25,637,S,1.0
X,ST11,-0.0510244902978505,25,515,S,1.0
X,ST11,0.05638937411470383,25,511,S,1.0
X,ST11,-0.033421220157528055,25,140,S,1.0
X,ST11,-0.06701632264859768,25,772,S,1.0
X,ST11,-0.06868911593388409,25,116,S,1.0
X,ST11,-0.061457103240430175,25,401,S,1.0
X,ST11,0.039163756045154215,25,956,S,1.0
X,ST11,-0.19213898359257256,287,956,S,1.0
X,ST11,-0.13993251659720435,44,187,S,1.0
X,ST11,-0.015035324932584757,44,622,S,1.0
X,ST11,0.23635089113986155,44,11,S,1.0
X,ST11,-0.13657696444933054,44,77,S,1.0
X,ST11,-0.061219199912125766,281,971,S,1.0
X,ST11,0.00813319135163543,401,637,S,1.0
X,ST11,-0.009414549106925515,401,515,S,1.0
X,ST11,0.16235821878589443,401,511,S,1.0
X,ST11,0.030021520587809745,401,140,S,1.0
X,ST11,-0.002414021645409851,401,772,S,1.0
X,ST11,0.004573075201739053,401,116,S,1.0
X,ST11,-0.04418703724504683,650,3,S,1.0
X,ST11,-0.14047360980230245,605,34,S,1.0
X,ST11,-0.02250703374755087,907,827,S,1.0
X,ST11,0.06054770130364103,404,312,S,1.0
X,ST11,0.0328319744858674,404,214,S,1.0
X,ST11,-0.06300730377180587,404,974,S,1.0
X,ST11,0.008081062428045982,404,400,S,1.0
X,ST11,-0.11926922474743523,404,66,S,1.0
X,ST11,0.16395881324217149,404,785,S,1.0
X,ST11,0.12341772244147402,404,322,S,1.0
X,ST11,0.02624695185924461,404,236,S,1.0
X,ST11,-0.1461403668367199,537,241,S,1.0
X,ST11,-0.026467259038657084,19,438,S,1.0
X,ST11,-0.03973897243253829,19,775,S,1.0
X,ST11,-0.06626410798809859,954,38,S,1.0
X,ST11,-0.13169874116636435,45,31,S,1.0
X,ST11,-0.18027713758343034,45,250,S,1.0
X,ST11,-0.14811885395311108,408,67,S,1.0
X,ST11,0.044572089349520366,408,670,S,1.0
X,ST11,-0.14429584011732147,408,981,S,1.0
X,ST11,-0.1689689093585681,408,566,S,1.0
X,ST11,0.11323129045455652,408,100,S,1.0
X,ST11,0.06293807171684329,408,306,S,1.0
X,ST11,-0.11886518036079904,135,634,S,1.0
X,ST11,0.013505232207285011,135,884,S,1.0
X,ST11,-0.018024363860863216,135,500,S,1.0
X,ST11,0.09535801770752012,569,187,S,1.0
X,ST11,0.25131874248526237,569,622,S,1.0
X,ST11,0.06446076974906396,569,602,S,1.0
X,ST11,0.11229713675275091,569,77,S,1.0
X,ST11,0.10731044552157709,483,425,S,1.0
X,ST11,0.01618935057316116,483,691,S,1.0
X,ST11,-0.042730243335174216,153,125,S,1.0
X,ST11,-0.04174933289450294,218,335,S,1.0
X,ST11,-0.18382301126144787,218,901,S,1.0
X,ST11,-0.09590334042705895,218,858,S,1.0
X,ST11,-0.1494575813138403,218,111,S,1.0
X,ST11,0.004634249379627492,218,958,S,1.0
X,ST11,-0.20706073082775367,218,188,S,1.0
X,ST11,0.050672835859691887,948,134,S,1.0
X,ST11,-0.05882400577940602,948,674,S,1.0
X,ST11,-0.01752098951535813,948,167,S,1.0
X,ST11,-0.03536554076111442,948,676,S,1.0
X,ST11,-0.04791814843009996,948,362,S,1.0
X,ST11,-0.05742579971904802,948,551,S,1.0
X,ST11,-0.0767224525916917,948,479,S,1.0
X,ST11,-0.16897154140769036,948,859,S,1.0
X,ST11,-0.1297387018837917,948,349,S,1.0
X,ST11,-0.15038148549450317,948,267,S,1.0
X,ST11,0.019709730515210428,446,23,S,1.0
X,ST11,-0.18488059177461322,85,805,S,1.0
X,ST11,-0.17724042747473182,85,885,S,1.0
X,ST11,0.011269426311015015,85,790,S,1.0
X,ST11,-0.06035448187275198,557,597,S,1.0
X,ST11,0.06443767580728817,557,758,S,1.0
X,ST11,-0.08646815899995779,557,532,S,1.0
X,ST11,-0.20690026170731612,762,888,S,1.0
X,ST11,-0.21818999493107863,762,188,S,1.0
X,ST11,0.006482374988818115,762,997,S,1.0
X,ST11,-0.07068861632795903,762,982,S,1.0
X,ST11,0.11671591021991667,762,927,S,1.0
X,ST11,0.012017343915535498,762,665,S,1.0
X,ST11,0.10251168231056189,720,644,S,1.0
X,ST11,-0.06534414280396153,720,283,S,1.0
X,ST11,-0.010515285399752747,776,402,S,1.0
X,ST11,-0.025069259400831906,140,637,S,1.0
X,ST11,0.18884454900106795,140,193,S,1.0
X,ST11,-0.01772057338006176,140,515,S,1.0
X,ST11,0.12878436985440483,140,511,S,1.0
X,ST11,-0.039592297463755116,140,772,S,1.0
X,ST11,-0.028084873841457997,140,116,S,1.0
X,ST11,-0.02777397049225592,689,282,S,1.0
X,ST11,0.0309768252597253,689,489,S,1.0
X,ST11,0.01652356437686874,689,382,S,1.0
X,ST11,-0.03309724645382307,689,880,S,1.0
X,ST11,0.025804523454500912,689,655,S,1.0
X,ST11,0.01131425556814375,709,853,S,1.0
X,ST11,-0.04071293092610832,31,254,S,1.0
X,ST11,-0.05683943891503528,31,250,S,1.0
X,ST11,0.12569478608657336,634,884,S,1.0
X,ST11,0.05999946251630761,634,500,S,1.0
X,ST11,0.07023667485137469,846,426,S,1.0
X,ST11,-0.03893573099092035,846,235,S,1.0
X,ST11,0.31854935844978477,846,171,S,1.0
X,ST11,0.11885159633551944,868,546,S,1.0
X,ST11,-0.15840217199476908,736,621,S,1.0
X,ST11,-0.1264968696691789,736,293,S,1.0
X,ST11,-0.040216840047467464,736,308,S,1.0
X,ST11,0.08943289656965844,111,335,S,1.0
X,ST11,-0.03500766375446726,111,901,S,1.0
X,ST11,0.014346947808851165,111,858,S,1.0
X,ST11,0.14025867691976177,111,958,S,1.0
X,ST11,-0.01664083328095687,771,564,S,1.0
X,ST11,-0.09047801106934746,455,673,S,1.0
X,ST11,-0.0846715806806455,455,609,S,1.0
X,ST11,0.177368863039321,66,312,S,1.0
X,ST11,0.13578945410303145,66,214,S,1.0
X,ST11,0.04947814697766676,66,974,S,1.0
X,ST11,0.1329497291716263,66,400,S,1.0
X,ST11,0.24088003691441345,66,322,S,1.0
X,ST11,0.13839869428224857,66,236,S,1.0
X,ST11,0.033087071926914735,66,347,S,1.0
X,ST11,0.011166244700364845,182,894,S,1.0
X,ST11,-0.018172619477791772,580,252,S,1.0
X,ST11,-0.022625487023526986,580,984,S,1.0
X,ST11,0.00563255154726599,270,588,S,1.0
X,ST11,-0.11366325665364303,270,74,S,1.0
X,ST11,0.11991592827429648,270,756,S,1.0
X,ST11,-0.1166859165552315,501,67,S,1.0
X,ST11,0.09482895908308318,501,670,S,1.0
X,ST11,0.01483956973316985,501,412,S,1.0
X,ST11,0.08721644725125646,501,306,S,1.0
X,ST11,0.11495267763754492,501,745,S,1.0
X,ST11,0.0982158419841753,735,418,S,1.0
X,ST11,0.00414075207885629,735,57,S,1.0
X,ST11,0.155746279570332,735,510,S,1.0
X,ST11,0.09780020425403076,735,366,S,1.0
X,ST11,0.16191620425978503,975,34,S,1.0
X,ST11,-0.106476153297524,492,698,S,1.0
X,ST11,-0.001709561741731454,984,252,S,1.0
X,ST11,-0.1017394210460633,984,619,S,1.0
X,ST11,-0.14306153323902987,984,61,S,1.0
X,ST11,-0.12072198601995097,940,232,S,1.0
X,ST11,0.03443095261171,940,473,S,1.0
X,ST11,0.24924944911397595,940,624,S,1.0
X,ST11,-0.1439536475285134,805,89,S,1.0
X,ST11,-0.11562011603009678,805,159,S,1.0
X,ST11,-0.06522359848503617,805,669,S,1.0
X,ST11,-0.17484391190810447,805,599,S,1.0
X,ST11,0.16041056801529188,805,396,S,1.0
X,ST11,0.000832169841650016,805,885,S,1.0
X,ST11,0.1952326450290047,340,345,S,1.0
X,ST11,0.049875736533515125,340,809,S,1.0
X,ST11,-0.24239289701791206,507,11,S,1.0
X,ST11,0.0514010514145105,282,489,S,1.0
X,ST11,0.00861076268727218,282,12,S,1.0
X,ST11,0.04001840628076491,282,382,S,1.0
X,ST11,0.014101830880328884,282,880,S,1.0
X,ST11,0.035369403003212195,282,655,S,1.0
X,ST11,0.058354394110599485,126,423,S,1.0
X,ST11,0.08836361285832967,126,76,S,1.0
X,ST11,-0.22342445939262565,126,391,S,1.0
X,ST11,-0.0153610311083126,236,400,S,1.0
X,ST11,0.1526216156175552,236,785,S,1.0
X,ST11,0.1135766411853715,236,322,S,1.0
X,ST11,-0.1178664369175594,236,347,S,1.0
X,ST11,0.1695819950155282,236,788,S,1.0
X,ST11,-0.03431252706391675,609,673,S,1.0
X,ST11,-0.1852573948791494,308,307,S,1.0
X,ST11,-0.09796396136631974,308,621,S,1.0
X,ST11,-0.09602473178150321,308,293,S,1.0
X,ST11,-0.22794936136919045,308,903,S,1.0
X,ST11,0.1323800388607123,125,392,S,1.0
X,ST11,0.011112358883108636,654,760,S,1.0
X,ST11,0.08765358239740259,188,858,S,1.0
X,ST11,-0.0032510019915925753,188,888,S,1.0
X,ST11,-0.02326441359252774,188,783,S,1.0
X,ST11,0.1405847063779039,188,982,S,1.0
X,ST11,0.2152041296997633,188,665,S,1.0
X,ST11,-0.1425652304193448,982,888,S,1.0
X,ST11,-0.13785637120292385,982,783,S,1.0
X,ST11,0.09736965414933461,982,665,S,1.0
X,ST11,0.18296026673505725,488,738,S,1.0
X,ST11,-0.09615901982522033,669,89,S,1.0
X,ST11,-0.06313338777990603,669,159,S,1.0
X,ST11,-0.21937638682106228,669,841,S,1.0
X,ST11,-0.1356078951252193,669,599,S,1.0
X,ST11,0.22815337873309577,669,396,S,1.0
X,ST11,0.1401282060550883,974,312,S,1.0
X,ST11,0.11391683836639636,974,214,S,1.0
X,ST11,0.08358791975130275,974,400,S,1.0
X,ST11,0.222768180673573,974,785,S,1.0
X,ST11,0.19634515280304024,974,322,S,1.0
X,ST11,-0.05502026833604301,517,342,S,1.0
X,ST11,-0.024055245015304132,3,619,S,1.0
X,ST11,0.054638334536206874,467,892,S,1.0
X,ST11,0.02271611877001792,661,839,S,1.0
X,ST11,0.17403808985121033,661,733,S,1.0
X,ST11,-0.007249612218971621,116,637,S,1.0
X,ST11,0.007559786077416753,116,515,S,1.0
X,ST11,0.1551738346120715,116,511,S,1.0
X,ST11,0.01162902453433415,116,772,S,1.0
X,ST11,-0.021192909091456057,489,382,S,1.0
X,ST11,-0.05452662776022139,489,880,S,1.0
X,ST11,-0.03427526558548269,489,655,S,1.0
X,ST11,0.2229687976455425,67,670,S,1.0
X,ST11,0.003895233813477802,67,981,S,1.0
X,ST11,-0.010896928871000935,67,566,S,1.0
X,ST11,0.1364765382633131,67,412,S,1.0
X,ST11,0.19955463488135958,67,306,S,1.0
X,ST11,-0.23623048004315278,665,888,S,1.0
X,ST11,-0.004167819089782493,665,997,S,1.0
X,ST11,0.10575123948963827,665,927,S,1.0
X,ST11,-0.20272312541027196,193,515,S,1.0
X,ST11,-0.06448933151454432,510,418,S,1.0
X,ST11,-0.17004946613406913,510,57,S,1.0
X,ST11,-0.06620523693686946,510,366,S,1.0
X,ST11,-0.04031357092839792,510,586,S,1.0
X,ST11,-0.09955403374074438,510,585,S,1.0
X,ST11,0.03753109455999048,12,655,S,1.0
X,ST11,-0.10073893230653273,745,412,S,1.0
X,ST11,-0.014237171417495094,745,306,S,1.0
X,ST11,0.07245755355910023,349,674,S,1.0
X,ST11,0.12307993868024927,349,167,S,1.0
X,ST11,0.08008225491333074,349,676,S,1.0
X,ST11,0.1180298229717649,349,362,S,1.0
X,ST11,0.0917951666747217,349,551,S,1.0
X,ST11,0.052848096582767526,349,479,S,1.0
X,ST11,-0.04223587188149365,349,859,S,1.0
X,ST11,-0.015935406585034652,349,267,S,1.0
X,ST11,0.13642754252763653,300,810,S,1.0
X,ST11,0.06813827013262466,300,296,S,1.0
X,ST11,0.043770345111534076,300,398,S,1.0
X,ST11,0.060405218195608956,691,425,S,1.0
X,ST11,0.05549710804765419,880,382,S,1.0
X,ST11,0.019864770224916076,880,655,S,1.0
X,ST11,-0.1756717875918049,473,232,S,1.0
X,ST11,0.22788805732457404,473,624,S,1.0
X,ST11,0.2639703983889976,473,963,S,1.0
X,ST11,-0.06220024011011496,575,556,S,1.0
X,ST11,-0.04914487181068787,575,667,S,1.0
X,ST11,-0.03897386137925839,575,611,S,1.0
X,ST11,0.021896986374144233,775,438,S,1.0
X,ST11,-0.09821458432771844,849,624,S,1.0
X,ST11,-0.043016615513130144,849,606,S,1.0
X,ST11,-0.07045617325356676,849,963,S,1.0
X,ST11,0.12803519180403122,914,663,S,1.0
X,ST11,-0.03136959862702058,914,192,S,1.0
X,ST11,0.019132066075430436,914,203,S,1.0
X,ST11,-0.062132373154488815,914,392,S,1.0
X,ST11,0.046452466872316064,335,570,S,1.0
X,ST11,-0.13822426886259254,335,901,S,1.0
X,ST11,-0.06310716740390175,335,858,S,1.0
X,ST11,0.061950865770944344,335,958,S,1.0
X,ST11,0.15963259394099424,932,344,S,1.0
X,ST11,-0.007990007562063571,655,382,S,1.0
X,ST11,-0.10368240297354796,102,442,S,1.0
X,ST11,-0.07275967574803374,100,670,S,1.0
X,ST11,-0.07626382873088638,100,306,S,1.0
X,ST11,0.10735142265296264,134,807,S,1.0
X,ST11,0.07238848521505595,134,217,S,1.0
X,ST11,-0.12117800515107913,134,674,S,1.0
X,ST11,-0.07985736428048164,134,167,S,1.0
X,ST11,-0.10270971502816474,134,676,S,1.0
X,ST11,-0.07721361145790832,134,362,S,1.0
X,ST11,-0.089469673939174,134,551,S,1.0
X,ST11,-0.22103219668224322,134,859,S,1.0
X,ST11,-0.20436258495672474,134,267,S,1.0
X,ST11,-0.020899891715003446,551,674,S,1.0
X,ST11,0.025026612358202534,551,167,S,1.0
X,ST11,-0.017274469936250838,551,676,S,1.0
X,ST11,0.0018796782045220565,551,362,S,1.0
X,ST11,-0.14989465883236452,551,859,S,1.0
X,ST11,-0.10236469404331135,551,267,S,1.0
X,ST11,0.11424426692089812,597,758,S,1.0
X,ST11,-0.045042841970531614,597,532,S,1.0
X,ST11,0.22397864744141074,674,807,S,1.0
X,ST11,0.03647669610098918,674,167,S,1.0
X,ST11,0.002611744440972977,674,676,S,1.0
X,ST11,0.027016162233199678,674,362,S,1.0
X,ST11,-0.1360247413844217,674,859,S,1.0
X,ST11,-0.08167884060607793,674,267,S,1.0
X,ST11,-0.007291208403311085,698,195,S,1.0
X,ST11,0.23725451814582285,566,670,S,1.0
X,ST11,0.03313485166311957,566,981,S,1.0
X,ST11,-0.13307491644885994,900,713,S,1.0
X,ST11,-0.015636024716224592,900,917,S,1.0
X,ST11,0.040642944049073065,500,884,S,1.0
X,ST11,-0.11116019023390701,480,936,S,1.0
X,ST11,-0.10327411457639715,622,783,S,1.0
X,ST11,-0.12933034778147165,622,187,S,1.0
X,ST11,-0.162425472346913,644,283,S,1.0
X,ST11,-0.055284484754166835,858,901,S,1.0
X,ST11,0.11263515451056429,858,958,S,1.0
X,ST11,0.036904022329795685,556,667,S,1.0
X,ST11,0.01529943313423216,556,611,S,1.0
X,ST11,-0.012339452070537462,556,770,S,1.0
X,ST11,0.005705795813523687,95,929,S,1.0
X,ST11,0.03417703393969543,443,212,S,1.0
X,ST11,0.00428419220255337,443,450,S,1.0
X,ST11,-0.036323051101600626,443,647,S,1.0
X,ST11,-0.18827655169383384,443,779,S,1.0
X,ST11,-0.06822770733773786,443,184,S,1.0
X,ST11,0.021106728066708897,214,312,S,1.0
X,ST11,-0.0021498078888787485,214,400,S,1.0
X,ST11,0.13284309425081628,214,785,S,1.0
X,ST11,0.07831421224739497,214,322,S,1.0
X,ST11,-0.022598511852961297,866,929,S,1.0
X,ST11,-0.10656820101104814,866,541,S,1.0
X,ST11,0.06246395051581006,770,667,S,1.0
X,ST11,0.02582557374239343,770,611,S,1.0
X,ST11,-0.06975616131687917,770,8,S,1.0
X,ST11,-0.055926029255653736,114,307,S,1.0
X,ST11,-0.16089950049983032,114,40,S,1.0
X,ST11,0.015853123258907514,114,765,S,1.0
X,ST11,0.0062442730089159685,114,621,S,1.0
X,ST11,-0.04918092819905865,114,870,S,1.0
X,ST11,0.052504164883637884,114,905,S,1.0
X,ST11,0.024858985081804653,114,582,S,1.0
X,ST11,0.016097764012814462,114,293,S,1.0
X,ST11,0.036925743958877294,298,502,S,1.0
X,ST11,-0.050185031456221246,312,400,S,1.0
X,ST11,0.11864420327451664,312,785,S,1.0
X,ST11,0.0660778232811219,312,322,S,1.0
X,ST11,0.1340424432306828,400,785,S,1.0
X,ST11,0.09723247448982371,400,322,S,1.0
X,ST11,-0.11234722245429782,741,793,S,1.0
X,ST11,0.07265100474810283,647,212,S,1.0
X,ST11,0.039976858367276956,647,450,S,1.0
X,ST11,-0.1407737908920571,647,779,S,1.0
X,ST11,-0.02434835485296364,647,184,S,1.0
X,ST11,-0.009034415279155465,870,307,S,1.0
X,ST11,-0.09352002333079068,870,40,S,1.0
X,ST11,0.06057066676965521,870,765,S,1.0
X,ST11,0.08347678235272067,870,621,S,1.0
X,ST11,0.12035515891438309,870,905,S,1.0
X,ST11,0.06573658228292797,870,582,S,1.0
X,ST11,0.0838343335349434,870,293,S,1.0
X,ST11,0.044619030057860595,322,785,S,1.0
X,ST11,0.2224259456870259,261,918,S,1.0
X,ST11,-0.02075002485104038,619,61,S,1.0
X,ST11,0.20453902738866517,676,807,S,1.0
X,ST11,0.16727822488902871,676,217,S,1.0
X,ST11,0.03721079537425261,676,167,S,1.0
X,ST11,0.0259557921801008,676,362,S,1.0
X,ST11,-0.03334375361564573,676,479,S,1.0
X,ST11,-0.1326151603683988,676,859,S,1.0
X,ST11,-0.09547874006334688,676,267,S,1.0
X,ST11,0.005081595041980598,250,254,S,1.0
X,ST11,0.20134983340098445,68,40,S,1.0
X,ST11,0.060157710504921295,296,810,S,1.0
X,ST11,-0.01761189043648629,296,398,S,1.0
X,ST11,-0.18361617275251024,670,981,S,1.0
X,ST11,-0.08452724930633637,670,412,S,1.0
X,ST11,0.016019853429150542,670,306,S,1.0
X,ST11,0.006559346013387438,89,159,S,1.0
X,ST11,-0.10828342329080771,89,841,S,1.0
X,ST11,-0.04650502975956714,89,599,S,1.0
X,ST11,-0.09722776249603744,204,15,S,1.0
X,ST11,-0.03878465938918502,212,450,S,1.0
X,ST11,-0.2240732217041869,212,779,S,1.0
X,ST11,-0.1229817201659578,212,184,S,1.0
X,ST11,-0.1659354601419217,958,901,S,1.0
X,ST11,0.0009699557769696811,958,997,S,1.0
X,ST11,0.13261390045947832,958,927,S,1.0
X,ST11,-0.1666592889692425,991,431,S,1.0
X,ST11,-0.11194499128925346,991,327,S,1.0
X,ST11,-0.17535328308295395,991,893,S,1.0
X,ST11,-0.03587521396276369,667,611,S,1.0
X,ST11,-0.13432747818341495,667,8,S,1.0
X,ST11,-0.12175080831186581,418,57,S,1.0
